year,term,score
1886,spirit,1
1886,parnell,1
1886,spirit,1
1886,spirit,1
1886,spirit,1
1886,galway,1
1886,even,1
1886,right,1
1886,days,1
1886,outrages,1
1886,right,1
1886,power,1
1886,days,1
1886,right,1
1886,minority,1
1886,ireland,1
1886,question,1
1886,thing,1
1886,minority,1
1886,political,1
1886,ulster,0.967811568
1886,ulster,0.967811568
1886,men,0.924990243
1886,wish,0.916579574
1886,minority,0.916579574
1886,courage,0.910947252
1886,courage,0.910947252
1886,parliament,0.90344476
1886,spirit,0.903216858
1886,vote,0.89724483
1886,nothing,0.887785177
1886,outrages,0.873237127
1886,outrages,0.873237127
1886,outrages,0.873237127
1886,circumstances,0.870366987
1886,parliamentary,0.867878183
1886,parnell,0.833137843
1886,man,0.832050294
1886,result,0.814355942
1886,meeting,0.813766797
1886,justice,0.801211726
1886,fair,0.800762457
1886,good,0.798309191
1886,plan,0.797247331
1886,plan,0.797247331
1886,back,0.794654036
1886,landlords,0.79293403
1886,landlords,0.79293403
1886,landlords,0.79293403
1886,landlords,0.79293403
1886,landlords,0.79293403
1886,landlords,0.79293403
1886,plan,0.792168149
1886,union,0.786547314
1886,courage,0.786028035
1886,good,0.783990714
1886,parliament,0.783752572
1886,parliament,0.783752572
1886,plan,0.779855596
1886,plan,0.779855596
1886,plan,0.779855596
1886,plan,0.779855596
1886,opinion,0.777255496
1886,opinion,0.777255496
1886,parliament,0.772700398
1886,people,0.761526966
1886,order,0.761470452
1886,work,0.760052764
1886,galway,0.758167403
1886,result,0.754092436
1886,result,0.754092436
1886,five,0.751330053
1886,desire,0.750827486
1886,desire,0.750827486
1886,cause,0.734614596
1886,small,0.733272852
1886,ulster,0.730748797
1886,wish,0.729605515
1886,forward,0.724551689
1886,speech,0.723794155
1886,take,0.722947469
1886,outrages,0.722295353
1886,outrages,0.722295353
1886,ability,0.718419625
1886,gained,0.713696298
1886,question,0.708980836
1886,peace,0.707106781
1886,always,0.707106781
1886,peace,0.707106781
1886,always,0.707106781
1886,peace,0.707106781
1886,always,0.707106781
1886,peace,0.707106781
1886,always,0.707106781
1886,duty,0.700455276
1886,every,0.69997414
1886,every,0.69997414
1886,every,0.69997414
1886,every,0.69997414
1886,every,0.69997414
1886,parliament,0.693569297
1886,parliament,0.693569297
1886,outrages,0.692735338
1886,parliament,0.690903001
1886,good,0.689220465
1886,promise,0.685934257
1886,wish,0.684776212
1886,wish,0.684776212
1886,wish,0.684776212
1886,vote,0.683868257
1886,cheerfully,0.6799345
1886,constitution,0.678954577
1886,fair,0.677985525
1886,promise,0.671809889
1886,gained,0.665874354
1886,case,0.66535363
1886,parliament,0.664989157
1886,parliament,0.664989157
1886,go,0.664712135
1886,go,0.664712135
1886,go,0.664712135
1886,relative,0.663398925
1886,entirely,0.662595671
1886,entirely,0.662595671
1886,entirely,0.662595671
1886,entirely,0.662595671
1886,entirely,0.662595671
1886,entirely,0.662595671
1886,ulster,0.662595671
1886,years,0.659926626
1886,ulster,0.657815106
1886,relative,0.655585381
1886,wealth,0.655227988
1886,greater,0.652740686
1886,promise,0.651443562
1886,every,0.649861367
1886,relative,0.649469476
1886,relative,0.649469476
1886,result,0.648777051
1886,opinion,0.648281758
1886,opinion,0.648281758
1886,opinion,0.648281758
1886,far,0.648199623
1886,wealth,0.647510682
1886,election,0.645490073
1886,without,0.643694978
1886,wealth,0.641470105
1886,wealth,0.641470105
1886,confidence,0.641372665
1886,plan,0.641279307
1886,case,0.63980553
1886,case,0.63980553
1886,case,0.63980553
1886,case,0.63980553
1886,case,0.63980553
1886,case,0.63980553
1886,system,0.63980553
1886,bill,0.637966225
1886,bill,0.637966225
1886,gained,0.637348249
1886,back,0.634995339
1886,day,0.633681113
1886,day,0.633681113
1886,day,0.633681113
1886,day,0.633681113
1886,remarkable fact,0.631646557
1886,english,0.631373482
1886,ulster,0.630674943
1886,perhaps,0.629560871
1886,parties,0.626993898
1886,greater,0.626359204
1886,greater,0.626359204
1886,fact,0.625959463
1886,fact,0.625959463
1886,fact,0.625959463
1886,fact,0.625959463
1886,plan,0.624019787
1886,plan,0.624019787
1886,plan,0.624019787
1886,make,0.623435543
1886,together,0.621507111
1886,parnell,0.620772551
1886,proposed,0.620688197
1886,constituency,0.619125781
1886,plan,0.618768217
1886,power,0.618190851
1886,always,0.616316033
1886,always,0.616316033
1886,successful,0.614686478
1886,successful,0.614686478
1886,prove,0.614075591
