year,term,score
1886,rev,0.8070504980277703
1886,john,0.2629853962424548
1886,election,0.2465934349701062
1886,purpose,0.23612326257930752
1886,reference,0.22391460579556816
1886,left,0.21627765154068634
1886,day,0.20974710861810153
1886,parnell,0.14845212991628434
1886,rev,0.516159360945847
1886,john,0.5045869164109915
1886,proceedings,0.46590962382623413
1886,take,0.39297554153143793
1886,time,0.3278261796729968
1886,always,1.0
1886,candidate,0.7142652567035506
1886,local,0.4392954183912901
1886,days,0.224377692150229
1886,necessary,0.20801508821075218
1886,circumstances,0.20690203943774693
1886,duty,0.2047612186254316
1886,galway,0.1998453250942867
1886,lynch,0.19301594749002288
1886,people,0.15158991824741846
1886,irish,0.13535371790387032
1886,captain oshea,0.3412961698900994
1886,poll,0.3384356171362621
1886,yet,0.3384356171362621
1886,votes,0.3330852183742253
1886,although,0.33057504146976047
1886,captain,0.3258426458513245
1886,necessary,0.3064680617428086
1886,lynch,0.2843698686548519
1886,oshea,0.2843698686548519
1886,go,0.26904539145293477
1886,return,0.5565301364707045
1886,possible,0.30654631695848983
1886,captain oshea,0.3011166183429787
1886,captain,0.2874823812475661
1886,forward,0.2622356298964549
1886,galway,0.2597692184320481
1886,vote,0.25626789339871814
1886,lynch,0.25089204263721804
1886,oshea,0.25089204263721804
1886,go,0.2373716601658845
1886,people,0.19704436201713146
1886,therefore,0.4950582879664032
1886,poll,0.49090898752330625
1886,duty,0.4375855890188039
1886,oshea,0.4124853213876801
1886,go,0.3902567993096146
1886,represented,0.6544258896535217
1886,county,0.5739718680622873
1886,parliament,0.4922225610679429
1886,occasion,0.4204876275015761
1886,election,0.41709156046217066
1886,votes,0.4138400515145297
1886,majority,0.38501517644921424
1886,oshea,0.3533139106794135
1886,two,0.31997132992676997
1886,right,0.23572859278463512
1886,ireland,0.21666603348159644
1886,duty,0.5586955820128933
1886,matter,0.5558835885985548
1886,country,0.48863827400685883
1886,parnell,0.37427973461258257
1886,captain oshea,0.33332135903804594
1886,back,0.33332135903804594
1886,poll,0.33052764666847523
1886,captain,0.3182289258701313
1886,asked,0.30802581148602
1886,vote,0.28367601554352934
1886,oshea,0.27772521185933036
1886,go,0.26275881018791575
1886,country,0.2576808019876045
1886,parliament,0.2465965611234013
1886,time,0.2271662149101262
1886,irish,0.19475665337312884
1886,ireland,0.1703120602743459
1886,rev,0.42729482358381654
1886,captain oshea,0.39820513710318695
1886,captain,0.3801748361461932
1886,speech,0.3537927915482883
1886,vote,0.33889591410643227
1886,oshea,0.3317867369334503
1886,lynch,0.3317867369334503
1886,irish,0.23266765766832412
1886,effect,1.0
1886,days,0.6841480990279551
1886,place,0.33263012255759716
1886,fact,0.3244084131388958
1886,circumstances,0.3154316180228104
1886,taken,0.31059665420077065
1886,go,0.27840409895493423
1886,irish,0.20635293088383
1886,consideration,0.48642351112868676
1886,gentlemen,0.277574041160711
1886,captain oshea,0.2751553029727704
1886,constituency,0.27064544083730113
1886,mind,0.2665118560226969
1886,captain,0.2626965663562554
1886,duty,0.24321175556434338
1886,forward,0.2396265094616184
1886,galway,0.23737274413481946
1886,lynch,0.22926093015121912
1886,oshea,0.22926093015121912
1886,make,0.22742463507272714
1886,time,0.1875247024948038
1886,people,0.1800558249765702
1886,mind,0.6264194596301665
1886,forward,0.5632271329693733
1886,lynch,0.5388634866863315
1886,far,0.48425863574270517
1886,gave,0.48425863574270517
1886,county,0.4601093540795334
1886,oshea,0.44438589136265194
1886,people,0.3490096119930852
1886,chairman,0.42101137686275897
1886,purpose,0.39987962637738905
1886,dublin,0.394778130415118
1886,return,0.39234954264830835
1886,city,0.38999569263965467
1886,meeting,0.373391540973157
1886,irish,0.24807234013935964
1886,proposed,1.0
1886,voted,0.6646587146593868
1886,oshea,0.5537973410274576
1886,two,0.5015349420511492
1886,voted,0.5755368466916986
1886,chairman,0.5707130201826905
1886,oshea,0.4795405045197189
1886,irish,0.3362809706467224
1886,irish,0.602456720475732
1886,irish people,0.45116219410229164
1886,public,0.43312802068389483
1886,years,0.36343591639775247
1886,people,0.3373618634893539
1886,necessary,0.7330410627168635
1886,oshea,0.6801843870384937
1886,poll,0.506720910336075
1886,necessary,0.4588576596910706
1886,vote,0.4348942373976539
1886,lynch,0.42577125875885624
1886,go,0.4028267675617213
1886,poll,0.5317652775991765
1886,oshea,0.4468147396117731
1886,go,0.42273623114303016
1886,possible,0.27296484047684433
1886,votes,0.2616792450979506
1886,vote,0.22819430791070452
1886,lynch,0.22340736980588655
1886,take,0.21905230077454924
1886,order,0.21429680331700077
1886,evening,0.6689055251067803
1886,able,0.6514666317329667
1886,ireland,0.3579897012766231
1886,half,0.5711194058902155
1886,took,0.5332195322499964
1886,whole,0.5264169418919415
1886,parnell,0.33523835987523637
1886,lynch,0.5405449138266848
1886,side,0.32437668170557366
1886,back,0.32437668170557366
1886,long,0.3165727816289268
1886,referred,0.3141870447628306
1886,fact,0.2979615693301644
1886,country,0.2507659387001045
1886,parliament,0.23997914339502124
1886,years,0.2286708322724163
1886,parnell,0.19207789070004946
1886,captain oshea,0.35672232251516406
1886,constituency,0.3508755571509981
1886,several,0.34814024643811575
1886,captain,0.3405703188523898
1886,city,0.3276731930077358
1886,galway,0.30773950447159004
1886,day,0.2984472543079219
1886,lynch,0.29722302489522784
1886,oshea,0.29722302489522784
1886,parnell,0.21123118626796825
1886,future,0.5558310336093597
1886,forward,0.49599331132393343
1886,lynch,0.474538014005173
1886,man,0.4688882281127312
1886,forward,0.7519829860859437
1886,galway,0.3724551706548709
1886,lynch,0.35972714211648715
1886,time,0.29423995296627975
1886,people,0.28252073869509936
1886,consideration,0.6845490997492972
1886,captain oshea,0.38722905170474753
1886,mind,0.3750650347667623
1886,captain,0.3696957361068659
1886,oshea,0.3226414014786055
1886,mind,0.7580997833767066
1886,lynch,0.6521385730381163
1886,far,0.48425863574270517
1886,gave,0.48425863574270517
1886,county,0.4601093540795334
1886,oshea,0.44438589136265194
1886,people,0.3490096119930852
1886,chairman,0.42101137686275897
1886,purpose,0.39987962637738905
1886,dublin,0.394778130415118
1886,return,0.39234954264830835
1886,city,0.38999569263965467
1886,meeting,0.373391540973157
1886,irish,0.24807234013935964
1886,proposed,1.0
1886,voted,0.7682695524265639
1886,oshea,0.6401264678282622
1886,irish people,0.528848554299389
1886,public,0.5077090469005461
1886,years,0.42601654455968685
1886,people,0.39545275759883625
1886,irish,0.3530973669962516
1886,poll,0.5627221529014056
1886,necessary,0.5095692024341493
1886,lynch,0.47282619383798463
1886,go,0.4473459477689684
1886,poll,0.5317652775991765
1886,oshea,0.4468147396117731
1886,go,0.42273623114303016
1886,possible,0.27296484047684433
1886,votes,0.2616792450979506
1886,vote,0.22819430791070452
1886,lynch,0.22340736980588655
1886,take,0.21905230077454924
1886,order,0.21429680331700077
1886,notice,0.6004799692266434
1886,day,0.5501430557280677
1886,people,0.4302963112357385
1886,parnell,0.38937322626070514
1886,candidate,0.6106412192769614
1886,constituency,0.3896013428116195
1886,local,0.375563402239759
1886,galway,0.34170440697502663
1886,days,0.19182546851782975
1886,necessary,0.17783671528312622
1886,circumstances,0.17688514518576567
1886,duty,0.1750549099631832
1886,forward,0.17247438118795164
1886,lynch,0.16501361701276715
1886,people,0.12959758526672624
1886,irish,0.11571689727139207
1886,still,0.44784992731939016
1886,vote,0.3671680040239278
1886,oshea,0.35946575007454407
1886,lynch,0.35946575007454407
1886,go,0.34009441260498474
1886,possible,0.21960222532327967
1886,although,0.2089363507462159
1886,return,0.19934223585042238
1886,necessary,0.19369979704491938
1886,forward,0.1878591413385388
1886,galway,0.18609226496070283
1886,man,0.17759299955454094
1886,people,0.14115772394756085
1886,poll,0.5650037062451537
1886,duty,0.5036320089441325
1886,oshea,0.47474326459484134
1886,go,0.4491597090322881
1886,represented,0.6544258896535217
1886,county,0.5739718680622873
1886,parliament,0.4922225610679429
1886,county,1.0
1886,forward,0.7875194959518934
1886,time,0.616289739891616
1886,votes,0.5136117773513942
1886,majority,0.47783758087126266
1886,oshea,0.43849353140884706
1886,two,0.3971124661901115
1886,right,0.29255984545132574
1886,ireland,0.26890153850720844
1886,country,1.0
1886,side,0.6036658051437599
1886,man,0.4969893242014763
1886,two,0.45551120887084
1886,years,0.42555698316785007
1886,country,1.0
1886,poll,0.3534602688465079
1886,head,0.3506055480645878
1886,constituency,0.3506055480645878
1886,find,0.34030823995068904
1886,return,0.32939721453532667
1886,every,0.32183311223206895
1886,vote,0.3033579845134489
1886,oshea,0.2969943030142747
1886,parnell,0.21106863764221426
1886,irish,0.2082692318018368
1886,ireland,0.18212862742084962
1886,attend,0.5890691253638536
1886,several,0.5420379676915885
1886,day,0.4646683192859643
1886,time,0.37851784657502463
1886,days,0.6003860594251192
1886,circumstances,0.5536250014635098
1886,place,0.2919053474126367
1886,fact,0.2846902433633148
1886,taken,0.2725694941653377
1886,go,0.24431835758491813
1886,irish,0.1810886023072971
1886,mind,0.7071067811865476
1886,days,0.7071067811865476
1886,far,0.48425863574270517
1886,gave,0.48425863574270517
1886,county,0.4601093540795334
1886,oshea,0.44438589136265194
1886,people,0.3490096119930852
1886,meeting,0.6270699257753681
1886,chairman,0.35352109497694123
1886,purpose,0.3357768724192627
1886,dublin,0.33149317241086507
1886,return,0.32945389971242195
1886,city,0.3274773839263842
1886,irish,0.20830507235472318
1886,voted,0.6184810715369575
1886,oshea,0.5153218717195416
1886,two,0.4666904405699121
1886,parnell,0.3662302081459512
1886,voted,0.9494760915878758
1886,chairman,0.3138393721364665
1886,election,0.45573756734051135
1886,long,0.4521847868039265
1886,irish people,0.4054693241172043
1886,public,0.38926161832412565
1886,years,0.32662780106150063
1886,people,0.30319447985691506
1886,irish,0.27072051077686
1886,necessary,0.7330410627168635
1886,oshea,0.6801843870384937
1886,vote,0.7145619086437792
1886,lynch,0.6995722112229439
1886,poll,0.5524060844603903
1886,votes,0.5436729822666916
1886,oshea,0.4641581374069593
1886,possible,0.2835601440619563
1886,lynch,0.23207906870347966
1886,order,0.22261486979214173
1886,parnell,1.0
1886,parnell,1.0
1886,galway,0.580239224068281
1886,forward,0.39049891882905696
1886,lynch,0.3736070168318946
1886,parnell,0.265515948474236
1886,candidate,0.23042527077326502
1886,constituency,0.22052391505103427
1886,local,0.2125780964051851
1886,circumstances,0.20024266060908602
1886,speech,0.19919341961745876
1886,meeting,0.19717332334434837
1886,day,0.18757293181266382
1886,still,0.5485580844846331
1886,lynch,0.4402989288822562
1886,go,0.4165715525269429
1886,poll,0.2620053250113549
1886,every,0.23856143561752446
1886,necessary,0.23725713269178578
1886,galway,0.22793889242154217
1886,vote,0.22486659557697275
1886,man,0.21752839447050495
1886,candidate,0.5130741845694594
1886,captain oshea,0.4992095935881574
1886,captain,0.47660591931491314
1886,oshea,0.41594421234090856
1886,parnell,0.29560425012509345
1886,captain oshea,0.46137952339930055
1886,votes,0.4502795895844304
1886,captain,0.4404887540767338
1886,oshea,0.3844239872699002
1886,two,0.34814551803512883
1886,right,0.2564850202969158
1886,ireland,0.23574396019896687
1886,nationalists,0.8390424836286703
1886,parnell,0.5440659065464702
1886,half,0.8389505259397195
1886,people,0.5442076947503297
1886,several,0.7148357308036353
1886,catholic,0.6992924123472474
1886,galway,0.6342187615182885
1886,man,0.6052525195261803
1886,people,0.4810779044452357
1886,words,0.7511781202606759
1886,lynch,0.6600995619159564
1886,lynch,0.6106857412970621
1886,intended,0.36046113822660536
1886,found,0.330879903625517
1886,duty,0.32392338097251044
1886,galway,0.3161466502820067
1886,make,0.3028971874252506
1886,man,0.30170749942002306
1886,lynch,0.7214037062185512
1886,candidate,0.44493180495333695
1886,night,0.37701027366460543
1886,galway,0.37346436931311566
1886,captain oshea,0.3792072456383478
1886,mind,0.3672952175024303
1886,captain,0.3620371488041617
1886,thing,0.35483879465983614
1886,consideration,0.3351840176729165
1886,oshea,0.31595758800888113
1886,lynch,0.31595758800888113
1886,first,0.29793346537692006
1886,question,0.25207846082061386
1886,always,0.47833169790803887
1886,captain oshea,0.47416358788091
1886,captain,0.4526939698480182
1886,far,0.43052410765412824
1886,oshea,0.39507574096136727
1886,chairman,0.416004934015594
1886,election,0.41264507143643864
1886,purpose,0.3951244710413928
1886,general,0.39008363934943313
1886,dublin,0.39008363934943313
1886,meeting,0.36895136782765475
1886,irish,0.24512239612092276
1886,proposed,0.7233660990696532
1886,position,0.6904646889716757
1886,voted,1.0
1886,voted,0.7682695524265639
1886,oshea,0.6401264678282622
1886,stand,0.6378555780443012
1886,galway,0.554920377965675
1886,people,0.4209272080292865
1886,ireland,0.32866992746047347
1886,two,1.0
1886,captain oshea,0.4018999982924216
1886,several,0.39223103130321807
1886,captain,0.3837023979888628
1886,city,0.36917189477169093
1886,galway,0.34671367199451086
1886,lynch,0.33486531584460216
1886,oshea,0.33486531584460216
1886,parnell,0.23798290166378316
1886,city,0.6597257487160509
1886,galway,0.6195919572591745
1886,parnell,0.4252854840936746
1886,captain oshea,0.4471314499247059
1886,captain,0.4268858180673993
1886,circumstances,0.39935484646533226
1886,oshea,0.3725524131357403
1886,time,0.304730423936254
1886,question,0.29723115520056165
1886,parnell,0.2647664601401482
1886,irish,0.26125485944412813
1886,parnell,1.0
1886,days,0.6841480990279551
1886,place,0.33263012255759716
1886,fact,0.3244084131388958
1886,circumstances,0.3154316180228104
1886,taken,0.31059665420077065
1886,go,0.27840409895493423
1886,irish,0.20635293088383
1886,constituency,0.4887349684909138
1886,future,0.48492495104219735
1886,forward,0.43272058893360366
1886,lynch,0.41400229439302244
1886,man,0.40907323865192696
1886,consideration,0.5052810559997654
1886,gentlemen,0.2883349620793751
1886,captain oshea,0.2858224548550558
1886,mind,0.2768439209180816
1886,captain,0.272880721057262
1886,duty,0.2526405279998827
1886,forward,0.24891628997405119
1886,galway,0.24657515123744242
1886,lynch,0.238148860480656
1886,oshea,0.238148860480656
1886,make,0.2362413763743992
1886,time,0.19479461320188696
1886,people,0.18703618411035489
1886,far,0.48425863574270517
1886,gave,0.48425863574270517
1886,county,0.4601093540795334
1886,oshea,0.44438589136265194
1886,people,0.3490096119930852
1886,voted,0.6646587146593868
1886,oshea,0.5537973410274576
1886,two,0.5015349420511492
1886,poll,0.506720910336075
1886,necessary,0.4588576596910706
1886,vote,0.4348942373976539
1886,lynch,0.42577125875885624
1886,go,0.4028267675617213
1886,votes,0.564173562228428
1886,vote,0.4919809193352078
1886,oshea,0.48166040682474387
1886,go,0.455704091697663
1886,candidate,0.4225038248560935
1886,constituency,0.4043488688052026
1886,local,0.38977955200145886
1886,circumstances,0.36716150846991
1886,forward,0.3580060603895107
1886,galway,0.35463889685029054
1886,lynch,0.3425197094807209
1886,still,0.5485580844846331
1886,lynch,0.4402989288822562
1886,go,0.4165715525269429
1886,poll,0.2620053250113549
1886,every,0.23856143561752446
1886,necessary,0.23725713269178578
1886,galway,0.22793889242154217
1886,vote,0.22486659557697275
1886,man,0.21752839447050495
1886,evening,0.5655160619841536
1886,city,0.5441004205883925
1886,galway,0.511000586522507
1886,parnell,0.35074879404942133
1886,speech,0.7280234488023204
1886,day,0.685552228494646
1886,fact,0.5957476419346166
1886,speech,0.5762272964570173
1886,galway,0.5595058980450346
1886,future,0.42297222880314683
1886,another,0.398105827130108
1886,speech,0.38506143931349956
1886,irish people,0.37927473178686383
1886,public,0.36411409471293954
1886,years,0.30552661884213156
1886,people,0.28360716381530543
1886,irish,0.25323111517165375
1886,clause,0.7182928236367839
1886,taken,0.6957409140706733
1886,day,1.0
1886,galway,0.796723673378305
1886,people,0.6043437666416194
1886,captain oshea,0.43829288649723547
1886,intended,0.43110915981014697
1886,days,0.42452480253845265
1886,captain,0.4184474552997799
1886,lynch,0.36518807288610694
1886,oshea,0.36518807288610694
1886,lynch,0.6193252509081603
1886,still,0.38580138517892765
1886,poll,0.36853715284718397
1886,fact,0.3413872167994551
1886,nationalists,0.33938826294586527
1886,vote,0.3162977504399393
1886,election,0.5046977433604618
1886,evening,0.4898747372886506
1886,gave,0.4658840147667589
1886,left,0.4426510490237392
1886,parnell,0.30383394016505577
1886,votes,0.5430687286806242
1886,majority,0.5052427903771415
1886,without,0.4846049261871329
1886,oshea,0.46364225887670546
1886,captain oshea,0.35672232251516406
1886,constituency,0.3508755571509981
1886,several,0.34814024643811575
1886,captain,0.3405703188523898
1886,city,0.3276731930077358
1886,galway,0.30773950447159004
1886,day,0.2984472543079219
1886,lynch,0.29722302489522784
1886,oshea,0.29722302489522784
1886,parnell,0.21123118626796825
1886,constituency,0.5588379680396587
1886,forward,0.49478901703158007
1886,lynch,0.47338581414940134
1886,man,0.4677497461937703
1886,consideration,0.6021982356288572
1886,forward,0.3955473859198717
1886,gentlemen,0.22909336414200043
1886,captain oshea,0.22709707923676603
1886,constituency,0.2233749030415033
1886,mind,0.21996328411927243
1886,captain,0.2168143673790531
1886,duty,0.2007327452096191
1886,galway,0.1959135669966293
1886,lynch,0.1892185506073944
1886,oshea,0.1892185506073944
1886,make,0.18770298014795955
1886,time,0.15477191157579764
1886,people,0.1486075373070021
1886,mind,0.7580997833767066
1886,lynch,0.6521385730381163
1886,far,0.6300130907434818
1886,gave,0.6300130907434818
1886,people,0.4540561760219662
1886,voted,0.6646587146593868
1886,oshea,0.5537973410274576
1886,two,0.5015349420511492
1886,poll,0.506720910336075
1886,necessary,0.4588576596910706
1886,vote,0.4348942373976539
1886,lynch,0.42577125875885624
1886,go,0.4028267675617213
1886,poll,0.5509636639370599
1886,oshea,0.4629461463693866
1886,go,0.437998328587877
1886,possible,0.28281972323224536
1886,vote,0.23643283469672347
1886,lynch,0.2314730731846933
1886,take,0.22696077256770367
1886,order,0.22203358680844615
1886,long,0.7377053936705508
1886,power,0.675122768205441
1886,thousand,0.5624294060441454
1886,several,0.5175251580769106
1886,day,0.44365442962591356
1886,people,0.34700586064615946
1886,parnell,0.31400406641446876
1886,words,0.7511781202606759
1886,lynch,0.6600995619159564
1886,place,0.5357635917801774
1886,duty,0.5028052218484189
1886,galway,0.49073390798291566
1886,man,0.4683209520836976
1886,candidate,0.569825105735509
1886,night,0.48283785663926115
1886,galway,0.4782966094199764
1886,lynch,0.4619516278647311
1886,captain oshea,0.3571139841654109
1886,mind,0.3458959711236322
1886,captain,0.34094424648373717
1886,took,0.3363465291521085
1886,thing,0.3341652807401202
1886,consideration,0.31565562461299135
1886,lynch,0.29754935956248674
1886,oshea,0.29754935956248674
1886,first,0.2805753530839179
1886,question,0.2373919393718209
1886,always,0.7432743818422303
1886,far,0.6689866914199794
1886,proposed,0.7233660990696532
1886,position,0.6904646889716757
1886,voted,0.7982435893434998
1886,two,0.6023347674441564
