year,term,score
1875,dublin,1
1875,tenants,1
1875,home,1
1875,man,1
1875,man,1
1875,work,1
1875,man,1
1875,election,1
1875,given,1
1875,man,1
1875,prisoners,0.902697738
1875,wish,0.876273942
1875,taken,0.864432711
1875,poor,0.861876613
1875,entitled,0.839307881
1875,entitled,0.839307881
1875,self,0.831486414
1875,prove,0.815774979
1875,good,0.795941927
1875,cause,0.781641197
1875,prison,0.75752639
1875,system,0.745986707
1875,forward,0.731309309
1875,england,0.723606853
1875,TRUE,0.721211415
1875,TRUE,0.721211415
1875,respect,0.709799776
1875,possible,0.704403491
1875,man,0.692715017
1875,man,0.692715017
1875,forward,0.687375424
1875,greater,0.684094351
1875,position,0.674885893
1875,case,0.671594099
1875,speech,0.667395908
1875,interest,0.666335088
1875,forward,0.666131131
1875,given,0.665960834
1875,always,0.660055004
1875,wish,0.658292611
1875,man,0.652804541
1875,county,0.651523152
1875,county,0.651523152
1875,county,0.646668502
1875,irish,0.645862331
1875,tenant,0.642641848
1875,lord,0.636619486
1875,heart,0.635290511
1875,peace,0.627160145
1875,peace,0.627160145
1875,able,0.626058765
1875,always,0.623729164
1875,country,0.623728338
1875,still,0.622516467
1875,purpose,0.622185922
1875,county,0.621064344
1875,union,0.620245672
1875,tenant,0.610709065
1875,political,0.605563895
1875,country,0.605372984
1875,interest,0.604301003
1875,gentlemen,0.598803604
1875,gentlemen,0.598803604
1875,tenant,0.593811754
1875,system,0.592414325
1875,make,0.589832831
1875,purpose,0.589560216
1875,england,0.585620657
1875,tenant,0.582813542
1875,government,0.57908287
1875,parnell,0.578369418
1875,given,0.577502724
1875,given,0.577502724
1875,heart,0.575431813
1875,county,0.572604478
1875,national,0.567996586
1875,meeting,0.566830645
1875,opportunity,0.566185601
1875,day,0.564301984
1875,day,0.563563955
1875,county,0.559686081
1875,government,0.559565247
1875,prison,0.557788206
1875,prison,0.557788206
1875,courage,0.556909674
1875,bring,0.556235056
1875,secretary,0.554088845
1875,home rule,0.549993278
1875,interest,0.544116219
1875,future,0.542779095
1875,home rule,0.541136975
1875,parliament,0.538591729
1875,strong,0.537026987
1875,bring,0.533676187
1875,national,0.532781009
1875,days,0.531879906
1875,interest,0.529204189
1875,england,0.526078669
1875,england,0.526078669
1875,rule,0.526037661
1875,electors,0.525660034
1875,bill,0.522647833
1875,bill,0.522647833
1875,political,0.522043486
1875,strength,0.520736717
1875,home rule,0.517895635
1875,rule,0.517567105
1875,parliament,0.51493326
1875,national,0.511173351
1875,measure,0.510630346
1875,tenant,0.510386987
1875,state,0.510280403
1875,prisoners,0.508764645
1875,heart,0.50717727
1875,order,0.504537143
1875,general,0.504537143
1875,interests,0.503549051
1875,people,0.502748534
1875,every,0.502450767
1875,irish people,0.499466398
1875,case,0.499170257
1875,legislature,0.498155916
1875,men,0.495747534
1875,rule,0.49533807
1875,county,0.494883243
1875,favour,0.494883243
1875,TRUE,0.494220161
1875,determined,0.493772412
1875,succeed,0.493772412
1875,tenants,0.49370896
1875,system,0.490503868
1875,england,0.487243033
1875,like,0.486878291
1875,political,0.485010269
1875,home rule,0.484417278
1875,man,0.480678533
1875,strong,0.480678533
1875,man,0.480678533
1875,strong,0.480678533
1875,state,0.480632678
1875,forward,0.480323076
1875,parnell,0.480129813
1875,home,0.477718739
1875,day,0.476202281
1875,day,0.476202281
1875,without,0.475358541
1875,england,0.475260087
1875,man,0.474692607
1875,find,0.474668348
1875,people,0.474384282
1875,people,0.474384282
1875,secretary,0.472810831
1875,ulster,0.471163063
1875,TRUE,0.470196781
1875,home,0.470026242
1875,interests,0.469853814
1875,wish,0.468258122
1875,good,0.467301185
1875,justice,0.467142563
1875,england,0.467044636
1875,men,0.466009498
1875,parnell,0.465780878
1875,parnell,0.465780878
1875,county,0.464365714
1875,although,0.464365714
1875,placed,0.46345778
1875,five,0.463317903
1875,rule,0.463317903
1875,union,0.462882557
1875,back,0.462722167
1875,cause,0.462212393
1875,first,0.460543889
1875,landlords,0.459661542
1875,position,0.458891696
1875,gentlemen,0.458778706
1875,tenant,0.458762061
1875,strength,0.457247743
1875,county,0.453455535
1875,whole,0.453455194
1875,evidence,0.453297605
1875,evidence,0.453297605
1875,strong,0.451618436
1875,still,0.451489467
1875,meeting,0.450196549
1875,home,0.449839044
1875,national,0.449806464
1875,tenant,0.448682467
1875,interests,0.447745413
1875,promise,0.446027467
1875,prosperity,0.445331534
1875,home rule,0.445182125
1875,parnell,0.444005551
1875,cause,0.443466741
1875,tenant,0.441520262
1875,power,0.441386545
1875,election,0.439619272
1875,english,0.439439031
1875,political,0.439194358
1875,look,0.439194358
1875,county,0.438904119
1875,parliament,0.438443453
1875,ability,0.436922776
1875,self,0.436735707
1875,strength,0.432816944
1875,question,0.4308274
1875,political,0.430275253
1875,long,0.428582074
1875,necessary,0.427663297
1875,tenant,0.427570258
1875,far,0.426185894
1875,rule,0.425791684
1875,national,0.425773254
1875,landlords,0.424605805
1875,ability,0.424410079
1875,country,0.423716315
1875,go,0.422644464
1875,division,0.422444785
1875,good,0.422144081
1875,future,0.421759352
1875,home,0.420760073
1875,irish people,0.420031468
1875,act,0.419741681
1875,self,0.419176255
1875,parliament,0.41885736
1875,noble,0.418492987
1875,noble,0.418492987
1875,given,0.417395813
1875,day,0.415821991
1875,old,0.415644224
1875,entirely,0.414306595
1875,greater,0.414306595
1875,parnell,0.409361074
1875,bill,0.408850699
1875,english,0.408403615
1875,proposed,0.407644732
1875,irish people,0.404888214
1875,national,0.404549492
1875,national,0.404549492
1875,trust,0.403967459
1875,gentlemen,0.403389146
1875,people,0.403277975
1875,home rule,0.402782158
1875,strength,0.40028841
1875,bill,0.40019755
1875,parnell,0.399337619
1875,cause,0.398715314
1875,division,0.393734802
1875,make,0.393501334
1875,government,0.393185109
1875,TRUE,0.392914618
1875,secretary,0.390456102
1875,land,0.386791352
1875,old,0.386760499
1875,home,0.386680805
1875,rule,0.385238498
1875,less,0.384038288
1875,ability,0.382395874
1875,TRUE,0.381314246
1875,day,0.381012666
1875,home rule,0.380254662
1875,make,0.38023862
1875,proposed,0.379316903
1875,home rule,0.378584756
1875,far,0.375464054
1875,people,0.375413103
1875,result,0.374830763
1875,result,0.374830763
1875,TRUE,0.374426498
1875,irish people,0.372532705
1875,long,0.372039233
1875,action,0.369899443
1875,ability,0.369507463
1875,cause,0.369378171
1875,land,0.368591354
1875,right,0.368588543
1875,people,0.368254251
1875,home rule,0.366884068
1875,respect,0.366765308
1875,although,0.366270205
1875,nation,0.364846937
1875,question,0.364251352
1875,rule,0.363692215
1875,secretary,0.363322736
1875,home,0.363309439
1875,promise,0.363151719
1875,time,0.362874869
1875,rule,0.362095043
1875,interests,0.360923827
1875,tenants,0.360923827
1875,longer,0.359589764
1875,longer,0.359589764
1875,men,0.359548385
1875,bill,0.359496737
1875,old,0.359458401
1875,nothing,0.359147503
1875,right,0.358390307
1875,parnell,0.356862162
1875,rule,0.356607488
1875,rule,0.356607488
1875,cause,0.355927885
1875,entitled,0.354615675
1875,respect,0.354403715
1875,proposed,0.353977483
1875,bring,0.353977483
1875,parnell,0.35379733
1875,meeting,0.352594894
1875,small,0.352083135
1875,party,0.352010033
1875,confidence,0.351337705
1875,rule,0.350903993
1875,home,0.349852612
1875,TRUE,0.347581922
1875,self,0.347228229
1875,moment,0.347228229
1875,every,0.345898467
1875,every,0.345898467
1875,years,0.345737207
1875,determined,0.343807263
1875,interest,0.343807263
1875,perhaps,0.343261408
1875,conservative,0.343261408
1875,life,0.343189393
1875,bill,0.342581055
1875,satisfaction,0.341382813
1875,opportunity,0.340818944
1875,opportunity,0.340818944
1875,old,0.339675764
1875,strength,0.339563923
1875,tenant,0.339563923
1875,confidence,0.339496089
1875,every,0.339304175
1875,promise,0.338515647
1875,promise,0.338515647
1875,home rule,0.338058807
1875,fact,0.337076836
1875,irish,0.33502288
1875,day,0.333549933
1875,people,0.333023101
1875,position,0.332729246
1875,home rule,0.332729246
1875,home,0.330285451
1875,irish,0.3292316
1875,necessary,0.328906823
1875,home,0.328834987
1875,interest,0.328197952
1875,interest,0.328197952
1875,nation,0.327751743
1875,nation,0.327751743
1875,back,0.32717018
1875,state,0.326038266
1875,longer,0.324853815
1875,fair,0.324426602
1875,conservative,0.324370166
1875,perhaps,0.324370166
1875,country,0.324308363
1875,old,0.323746674
1875,TRUE,0.323427946
1875,rule,0.323334251
1875,confidence,0.322250875
1875,rule,0.322159623
1875,years,0.321711423
1875,government,0.321353633
1875,purpose,0.320898211
1875,still,0.320557053
1875,population,0.320557053
1875,tenants,0.319762867
1875,parliament,0.319447059
1875,time,0.319070829
1875,irish,0.318836588
1875,minister,0.318798683
1875,home,0.318671885
1875,rule,0.318236825
1875,even,0.316793595
1875,tenant,0.316528039
1875,strength,0.316528039
1875,tenant,0.316528039
1875,strength,0.316528039
1875,work,0.315675893
1875,find,0.314804826
1875,fact,0.313652873
1875,ulster,0.313608707
1875,country,0.312422643
1875,fair,0.312115926
1875,measure,0.311540572
1875,people,0.309687247
1875,old,0.309525604
1875,parnell,0.308715818
1875,therefore,0.3079904
1875,opportunity,0.307896234
1875,interest,0.307852351
1875,necessary,0.306593912
1875,necessary,0.306593912
1875,still,0.306476092
1875,population,0.306476092
1875,dublin,0.305354532
1875,self,0.305156972
