year,term,score
1885,parnell,1
1885,strength,1
1885,possible,1
1885,times,1
1885,hope,1
1885,cause,1
1885,outrages,1
1885,times,1
1885,succeed,0.950080425
1885,constituency,0.866207447
1885,hand,0.864315917
1885,strength,0.826775868
1885,felt,0.821549898
1885,still,0.80757723
1885,near,0.789992124
1885,trust,0.777585934
1885,position,0.776608239
1885,anything,0.775249273
1885,electors,0.766718889
1885,electors,0.766718889
1885,strength,0.764064146
1885,dublin,0.754047173
1885,strong,0.754003809
1885,every,0.751358995
1885,america,0.747669776
1885,electors,0.740083934
1885,succeeded,0.734246708
1885,anything,0.731531456
1885,position,0.728144103
1885,anything,0.709171458
1885,moment,0.704155807
1885,hope,0.69399217
1885,strength,0.68978121
1885,strength,0.68978121
1885,strength,0.68978121
1885,division,0.685424077
1885,english,0.679016756
1885,history,0.678882738
1885,first,0.677771879
1885,greater,0.677595834
1885,party,0.675717784
1885,hand,0.673182078
1885,anything,0.669158807
1885,anything,0.669158807
1885,anything,0.669158807
1885,anything,0.669158807
1885,parnell,0.660551567
1885,although,0.659734416
1885,irishmen,0.656820265
1885,therefore,0.65527976
1885,electors,0.643126329
1885,hope,0.641816333
1885,able,0.64100912
1885,able,0.64100912
1885,even,0.636594339
1885,even,0.636594339
1885,even,0.636594339
1885,trust,0.633598377
1885,land,0.631655416
1885,strong,0.629983844
1885,hand,0.629655039
1885,hand,0.629655039
1885,times,0.627233627
1885,act,0.623026012
1885,near,0.622545193
1885,division,0.618790278
1885,nation,0.610220526
1885,opposition,0.606725987
1885,home,0.606303687
1885,times,0.606154308
1885,gone,0.600680335
1885,five,0.600680335
1885,english,0.598193372
1885,confidence,0.59811862
1885,felt,0.595825707
1885,lord,0.594045812
1885,secretary,0.5911865
1885,party,0.589783948
1885,help,0.588659066
1885,find,0.586680314
1885,trust,0.585493392
1885,like,0.581431737
1885,even,0.57808629
1885,hand,0.576660065
1885,courage,0.576557481
1885,gentlemen,0.575218793
1885,found,0.574876214
1885,found,0.574876214
1885,help,0.57293923
1885,irishmen,0.569784647
1885,wealth,0.569613275
1885,TRUE,0.568922399
1885,wealth,0.568403987
1885,confidence,0.566747159
1885,nation,0.56657559
1885,public,0.565328926
1885,every,0.562708988
1885,irish party,0.559337134
1885,near,0.558032229
1885,near,0.558032229
1885,time,0.557026727
1885,courage,0.556649746
1885,english,0.555501423
1885,power,0.554929847
1885,five,0.554444541
1885,help,0.553026698
1885,help,0.553026698
1885,help,0.553026698
1885,help,0.553026698
1885,help,0.553026698
1885,help,0.548452285
1885,back,0.546251966
1885,cause,0.545949013
1885,years,0.545618747
1885,dublin,0.543344831
1885,dublin,0.543344831
1885,irish party,0.542772322
1885,nothing,0.539662062
1885,people,0.536258224
1885,near,0.535010421
1885,hand,0.533765877
1885,parliament,0.532614447
1885,tenants,0.532548401
1885,without,0.532048378
1885,years,0.527604273
1885,irishmen,0.526524622
1885,question,0.523671806
1885,man,0.522842965
1885,help,0.522593158
1885,time,0.522252028
1885,election,0.521846584
1885,perhaps,0.519388665
1885,taken,0.518860102
1885,night,0.518646145
1885,day,0.518184439
1885,opportunity,0.517977664
1885,party,0.517569415
1885,people,0.517120509
1885,history,0.51639298
1885,people,0.515227634
1885,power,0.513570857
1885,meeting,0.51089377
1885,shown,0.510661173
1885,union,0.507780102
