year,term,score
1880,asked,1
1880,per,1
1880,result,1
1880,wanted,1
1880,bill,1
1880,pay,1
1880,bill,1
1880,therefore,1
1880,right,1
1880,right,1
1880,reason,1
1880,position,1
1880,purpose,1
1880,act,1
1880,ireland,1
1880,amendment,1
1880,case,1
1880,government,1
1880,money,1
1880,years,1
1880,parnell,1
1880,men,1
1880,right,1
1880,fact,1
1880,reason,1
1880,purpose,1
1880,information,1
1880,ireland,1
1880,landlords,1
1880,anything,1
1880,parnell,1
1880,parnell,1
1880,men,1
1880,make,1
1880,public,1
1880,ireland,1
1880,ireland,1
1880,next,1
1880,new,1
1880,whole,1
1880,ireland,1
1880,ireland,1
1880,ireland,1
1880,ireland,1
1880,people,1
1880,second,1
1880,relief,1
1880,perhaps,1
1880,ireland,1
1880,system,1
1880,money,1
1880,next,1
1880,new,1
1880,ireland,1
1880,new,1
1880,meath,1
1880,gentlemen,1
1880,government,1
1880,asked,1
1880,system,1
1880,system,1
1880,system,1
1880,appeared,1
1880,without,1
1880,county,1
1880,years,1
1880,people,1
1880,proposed,1
1880,time,1
1880,tenants,1
1880,year,1
1880,already,1
1880,land,1
1880,given,1
1880,affairs,1
1880,parnell,1
1880,next,1
1880,order,1
1880,people,1
1880,galway,1
1880,rights,1
1880,system,1
1880,rent,1
1880,years,1
1880,tenants,1
1880,government,1
1880,reason,1
1880,government,1
1880,right,1
1880,people,1
1880,ireland,1
1880,parnell,1
1880,tenant,1
1880,proceedings,1
1880,time,1
1880,right,1
1880,affairs,1
1880,purchase,1
1880,parnell,1
1880,without,1
1880,several,1
1880,ireland,1
1880,nothing,1
1880,counties,1
1880,land,1
1880,hands,0.923629261
1880,relief,0.916178939
1880,forward,0.913913068
1880,purpose,0.911422065
1880,obtain,0.888081519
1880,relief,0.887912962
1880,west,0.885919413
1880,rights,0.884513196
1880,notice,0.881181604
1880,catholic,0.880322488
1880,work,0.87988309
1880,dublin,0.871558153
1880,landlords,0.86975026
1880,ought,0.869442297
1880,return,0.867395841
1880,dublin,0.859484496
1880,nothing,0.859120772
1880,clause,0.858020731
1880,system,0.856532182
1880,system,0.856532182
1880,words,0.855025745
1880,take,0.850392009
1880,motion,0.850095243
1880,every,0.846905356
1880,lord,0.84577234
1880,lord,0.84577234
1880,asked,0.845340171
1880,business,0.841645494
1880,want,0.838176829
1880,statement,0.836066579
1880,consideration,0.832897208
1880,nothing,0.829754507
1880,rights,0.829744677
1880,rights,0.829744677
1880,character,0.829299349
1880,country,0.827622398
1880,proposed,0.826413743
1880,act,0.82616798
1880,voted,0.82416563
1880,position,0.822327754
1880,position,0.822327754
1880,vote,0.820914622
1880,found,0.81964142
1880,second,0.819365681
1880,people,0.815180856
1880,day,0.814343872
1880,motion,0.812395607
1880,another,0.811639903
1880,money,0.811569427
1880,case,0.806507406
1880,land,0.804385945
1880,consideration,0.804176122
1880,country,0.802073805
1880,two,0.801854046
1880,act,0.801326915
1880,act,0.801326915
1880,wished,0.79891286
1880,hands,0.797629423
1880,system,0.795322916
1880,ought,0.795046149
1880,another,0.794256424
1880,work,0.793641016
1880,even,0.790874515
1880,night,0.790505908
1880,impossible,0.789511491
1880,proposed,0.788595488
1880,return,0.788159422
1880,rents,0.788159422
1880,question,0.784143957
1880,necessary,0.783826563
1880,rent,0.780169011
1880,funds,0.777655309
1880,large,0.776633791
1880,rent,0.776131011
1880,another,0.776025252
1880,number,0.775572999
1880,committee,0.774916564
1880,system,0.774860434
1880,motion,0.774692125
1880,people,0.773051619
1880,people,0.773051619
1880,counties,0.772789507
1880,ireland,0.769815078
1880,leaving,0.76857599
1880,purpose,0.768330708
1880,county,0.768121199
1880,believed,0.768013145
1880,rents,0.76621146
1880,still,0.764319013
1880,country,0.763517257
1880,second,0.761935545
1880,per,0.758278194
1880,rent,0.757755519
1880,system,0.757586528
1880,america,0.755763847
1880,america,0.755763847
1880,wished,0.755228282
1880,times,0.755113528
1880,case,0.75508696
1880,return,0.754355437
1880,cannot,0.754355437
1880,character,0.753002652
1880,already,0.75156997
1880,america,0.751544906
1880,per,0.751059219
1880,two,0.750333383
1880,bill,0.749740073
1880,local,0.749548659
1880,people,0.749023956
1880,force,0.748601616
1880,gentlemen,0.748515589
1880,wished,0.74769993
1880,question,0.747006544
1880,question,0.747006544
1880,impossible,0.745393479
1880,order,0.744111618
1880,act,0.743725156
1880,act,0.743725156
1880,question,0.743672462
1880,land,0.743261959
1880,land,0.743261959
1880,perhaps,0.740630515
1880,country,0.740556046
1880,statement,0.739996777
1880,man,0.738669874
1880,proposed,0.738630654
1880,separate,0.738619693
1880,without,0.738184621
1880,pay,0.737635889
1880,action,0.736722839
1880,landlords,0.736560584
1880,relief,0.735723343
1880,people,0.734917003
1880,rent,0.733794509
1880,separate,0.733392748
1880,possible,0.732504942
1880,rights,0.732223748
1880,go,0.731918776
1880,go,0.731918776
1880,tenants,0.731859902
1880,america,0.731649805
1880,america,0.731649805
1880,prevent,0.730795388
1880,words,0.729572911
1880,farmers,0.728713648
1880,farmers,0.728713648
1880,gave,0.728582863
1880,parnell,0.726490623
1880,therefore,0.725749909
1880,statement,0.725576702
1880,find,0.724637533
1880,system,0.723139941
1880,proposed,0.722834011
1880,large,0.722083976
1880,rents,0.721970003
1880,two,0.721595806
1880,funds,0.721534635
1880,far,0.721279374
1880,possible,0.720932192
1880,government,0.720491071
1880,west,0.720274959
1880,land question,0.717925129
1880,work,0.717280307
1880,work,0.717280307
1880,make,0.715143168
1880,character,0.714008929
1880,office,0.714008929
1880,english,0.713810407
1880,farmers,0.713747857
1880,people,0.71274038
1880,subject,0.712574086
1880,result,0.710670337
1880,parnell,0.710656032
1880,anything,0.71064556
1880,took,0.710487567
1880,nothing,0.709146548
1880,public,0.709100504
1880,government,0.707106781
1880,bill,0.707106781
