year,term,score
1875,ireland,1
1875,meeting,1
1875,rights,1
1875,rights,1
1875,wished,1
1875,ireland,1
1875,work,1
1875,county,1
1875,candidate,1
1875,man,1
1875,irish,1
1875,case,1
1875,nothing,1
1875,words,1
1875,circumstances,1
1875,government,1
1875,irish,1
1875,thing,1
1875,motion,1
1875,point,1
1875,government,1
1875,measure,1
1875,catholic,1
1875,ireland,1
1875,government,1
1875,measure,1
1875,constitution,1
1875,far,1
1875,fact,1
1875,position,1
1875,constitution,1
1875,parnell,1
1875,circumstances,1
1875,parnell,1
1875,dublin,1
1875,circumstances,1
1875,parnell,1
1875,duty,1
1875,meath,1
1875,dublin,1
1875,necessary,1
1875,rev,0.998220959
1875,education,0.970543249
1875,forward,0.934268857
1875,number,0.909241575
1875,get,0.890797676
1875,committee,0.868418188
1875,committee,0.868418188
1875,evening,0.849815975
1875,evening,0.849815975
1875,attend,0.841288538
1875,go,0.83914508
1875,go,0.83914508
1875,meeting,0.829499731
1875,people,0.822316834
1875,nothing,0.809547029
1875,lord,0.806547165
1875,case,0.806469219
1875,time,0.800105822
1875,motion,0.799145845
1875,resolution,0.798243589
1875,rev,0.793448918
1875,bill,0.789920635
1875,rev,0.78984795
1875,government,0.784699023
1875,parliament,0.780718698
1875,intended,0.772760171
1875,parnell,0.766719217
1875,resolution,0.763136333
1875,tenant,0.75966565
1875,tenant,0.75966565
1875,although,0.759403647
1875,although,0.759403647
1875,england,0.757100068
1875,appeared,0.750902162
1875,john,0.748332519
1875,rev,0.746653246
1875,landlords,0.745456219
1875,duty,0.744859552
1875,long,0.741191021
1875,find,0.729319382
1875,men,0.726793645
1875,resolution,0.718298724
1875,resolution,0.718298724
1875,always,0.713150443
1875,resolution,0.71007625
1875,resolution,0.71007625
1875,men,0.708373705
1875,find,0.707184551
1875,without,0.707106781
1875,night,0.707106781
1875,believed,0.706524022
1875,irish people,0.706236241
1875,candidate,0.70437758
1875,chairman,0.70412479
1875,chairman,0.70412479
1875,rights,0.701011017
1875,able,0.700431811
