year,term,score
1885,attempted,1
1885,city,1
1885,rent,1
1885,city,1
1885,parnell,1
1885,city,1
1885,irish,1
1885,case,1
1885,city,1
1885,city,1
1885,question,1
1885,city,1
1885,question,1
1885,future,1
1885,party,1
1885,vote,1
1885,reference,1
1885,liverpool,1
1885,meeting,1
1885,day,1
1885,party,1
1885,new,1
1885,parnell,1
1885,parliament,1
1885,english,1
1885,stand,1
1885,ireland,1
1885,parnell,1
1885,right,1
1885,irish,1
1885,take,1
1885,parnell,1
1885,lord,1
1885,landlords,1
1885,take,1
1885,government,1
1885,voice,1
1885,matter,1
1885,ulster,1
1885,large,0.943031219
1885,wanted,0.922417505
1885,franchise,0.892133899
1885,several,0.882129897
1885,voice,0.871558153
1885,voice,0.871558153
1885,forward,0.870441905
1885,new,0.86892761
1885,state,0.839586345
1885,meeting,0.836172985
1885,england,0.829237009
1885,voice,0.828067373
1885,day,0.826560913
1885,parliament,0.825482496
1885,vote,0.823594976
1885,division,0.817815379
1885,home,0.816025335
1885,without,0.815464908
1885,whole,0.812656222
1885,always,0.81011159
1885,rents,0.802510471
1885,get,0.783668921
1885,franchise,0.782932021
1885,general,0.770949443
1885,nothing,0.753991312
1885,england,0.753866231
1885,england,0.753866231
1885,england,0.753866231
1885,england,0.753866231
1885,england,0.753866231
1885,addressed,0.749719527
1885,future,0.748558989
1885,franchise,0.74735413
1885,impossible,0.747219608
1885,land,0.743261959
1885,country,0.740556046
1885,country,0.73239789
1885,country,0.73239789
1885,result,0.732319061
1885,future,0.731649805
1885,liverpool,0.731310761
1885,franchise,0.728127838
1885,franchise,0.728127838
1885,franchise,0.728127838
1885,franchise,0.728127838
1885,franchise,0.728127838
1885,franchise,0.728127838
1885,every,0.726530572
1885,back,0.725960487
1885,back,0.725960487
1885,stand,0.725723636
1885,gentlemen,0.719515279
1885,land question,0.717925129
1885,constitution,0.717213866
1885,constitution,0.717213866
1885,constitution,0.714008929
1885,always,0.710214795
1885,future,0.709708706
1885,county,0.709708706
1885,liverpool,0.707106781
1885,west,0.707106781
1885,forward,0.704495247
1885,forward,0.704495247
1885,thing,0.703985046
1885,cannot,0.700136593
1885,proceedings,0.697403098
1885,scarcely,0.696853119
1885,scarcely,0.696853119
1885,ought,0.696434484
1885,rent,0.693013322
1885,work,0.689422702
1885,rights,0.687986341
1885,act,0.687134141
1885,parliament,0.687030896
1885,voice,0.685799464
