year,term,score
1885,justice,1
1885,parnell,1
1885,question,1
1885,question,1
1885,among,1
1885,parnell,1
1885,voice,1
1885,accepted,1
1885,greatest,1
1885,england,1
1885,party,1
1885,TRUE,1
1885,irish,1
1885,people,1
1885,parnell,1
1885,question,1
1885,place,1
1885,ireland,1
1885,prosperity,1
1885,victory,1
1885,circumstances,1
1885,ireland,1
1885,cause,1
1885,land,1
1885,coercion,1
1885,doubt,1
1885,outrages,1
1885,hope,1
1885,greater,0.891604223
1885,found,0.889238516
1885,found,0.889238516
1885,whole,0.886959005
1885,constitution,0.87854777
1885,succeed,0.854030898
1885,magnificent,0.823093976
1885,longer,0.79570094
1885,wrong,0.786090411
1885,time,0.773890968
1885,party,0.772058073
1885,victory,0.765096475
1885,victory,0.765096475
1885,victory,0.765096475
1885,victory,0.765096475
1885,every,0.733886856
1885,act,0.731949888
1885,deal,0.727323091
1885,another,0.7263857
1885,another,0.7263857
1885,coercion,0.724781238
1885,continue,0.722216614
1885,act,0.721847038
1885,act,0.721847038
1885,act,0.721847038
1885,battle,0.719268471
1885,times,0.716385434
1885,parliament,0.712758029
1885,committed,0.711274988
1885,successful,0.707106781
1885,war,0.707106781
1885,trust,0.704560943
1885,honest,0.701524211
1885,desire,0.701410003
1885,felt,0.700733781
1885,knew,0.697704744
1885,possible,0.694732227
1885,desire,0.692052638
1885,desire,0.692052638
1885,desire,0.692052638
1885,act,0.688979068
1885,voice,0.687287287
1885,voice,0.687287287
1885,hope,0.686295215
1885,every,0.681358467
1885,times,0.681103074
1885,struggle,0.67832856
1885,victory,0.676608588
1885,victory,0.676608588
1885,victory,0.676608588
1885,help,0.676149983
1885,doubt,0.668418081
1885,division,0.65684178
1885,long,0.647808062
1885,success,0.647705167
1885,magnificent,0.647129994
1885,remarkable,0.643915666
1885,remarkable,0.643915666
1885,remarkable,0.643915666
1885,remarkable,0.643915666
1885,time,0.641263636
1885,times,0.640846373
1885,country,0.639485836
1885,therefore,0.636477091
1885,hope,0.635938477
1885,want,0.63542988
1885,england,0.633318854
1885,minority,0.632431117
1885,future,0.630108627
1885,always,0.625169765
1885,cannot,0.624379886
1885,party,0.618111532
1885,ireland,0.617900971
1885,confidence,0.614778735
1885,times,0.614497381
1885,help,0.613299621
1885,voice,0.61284181
1885,confidence,0.61156234
1885,lord,0.610625764
1885,offences,0.609682186
1885,irishmen,0.607474933
1885,question,0.605689701
1885,TRUE,0.605363574
1885,success,0.60376846
1885,strong,0.602840431
1885,trust,0.600500119
1885,irish party,0.596484342
1885,struggle,0.596019361
1885,given,0.595824843
1885,point,0.595690717
1885,interests,0.595197998
1885,confidence,0.594386816
1885,irishmen,0.59391954
1885,coercion,0.593819592
1885,free,0.59318268
1885,success,0.589454844
1885,prevent,0.589454844
1885,even,0.587316721
1885,trust,0.587100365
1885,success,0.586811825
1885,measure,0.583536646
1885,look,0.583272964
1885,tenant,0.580477375
1885,back,0.580099421
1885,opportunity,0.579357802
1885,wish,0.578057962
1885,constitution,0.570940469
1885,remarkable,0.569443049
1885,remarkable,0.569443049
1885,remarkable,0.569443049
1885,although,0.568297072
1885,parnell,0.567905191
1885,prove,0.564792035
1885,success,0.563221127
1885,crime,0.563102571
1885,sometimes,0.563090425
1885,beyond,0.563090425
1885,struggle,0.561418186
1885,struggle,0.561418186
1885,struggle,0.561418186
1885,struggle,0.561418186
1885,like,0.559902616
1885,question,0.559807461
1885,result,0.559486644
1885,matter,0.55618099
1885,another,0.555926273
1885,strong,0.55523634
1885,interests,0.554803514
1885,men,0.554392975
1885,outrages,0.552563182
1885,nothing,0.552345882
1885,years,0.549943053
1885,nothing,0.549869253
1885,tenant,0.546778471
1885,tenant,0.546778471
1885,tenant,0.546778471
1885,tenant,0.546778471
1885,parliament,0.545747278
1885,party,0.545127432
1885,two,0.542745262
1885,hope,0.538310491
1885,like,0.536881702
1885,cause,0.534166495
1885,felt,0.534026863
1885,man,0.532395861
1885,settlement,0.530578662
1885,far,0.528990471
1885,power,0.527946695
1885,day,0.525190429
1885,england,0.524782389
1885,powers,0.52424068
1885,act,0.523917652
1885,act,0.522861424
1885,interests,0.522595074
1885,interests,0.522595074
1885,interests,0.522595074
1885,interests,0.522595074
1885,people,0.520153423
