year,term,score
1886,addressed,1
1886,proposed,1
1886,lynch,1
1886,proposed,1
1886,county,1
1886,country,1
1886,voice,1
1886,parnell,1
1886,parnell,1
1886,two,1
1886,day,1
1886,day,1
1886,lynch,1
1886,two,1
1886,day,1
1886,still,1
1886,galway,1
1886,took,1
1886,galway,1
1886,dublin,1
1886,withdrawn,1
1886,parnell,1
1886,seen,1
1886,parnell,1
1886,oshea,1
1886,point,1
1886,long,1
1886,men,1
1886,people,1
1886,measure,1
1886,question,1
1886,nothing,1
1886,several,1
1886,ireland,1
1886,question,1
1886,pay,1
1886,lord,1
1886,vote,1
1886,lord,1
1886,question,1
1886,pay,1
1886,vote,1
1886,ireland,1
1886,men,1
1886,case,1
1886,question,1
1886,wished,1
1886,question,1
1886,per,1
1886,consideration,1
1886,duty,1
1886,left,1
1886,pay,1
1886,measure,1
1886,question,1
1886,consideration,1
1886,lord,1
1886,bill,1
1886,per,1
1886,per,1
1886,per,1
1886,ireland,1
1886,reason,1
1886,settlement,1
1886,parnell,1
1886,bill,1
1886,reason,1
1886,settlement,1
1886,protestants,1
1886,settlement,1
1886,committee,1
1886,point,1
1886,prevent,1
1886,act,1
1886,per,1
1886,settlement,1
1886,division,1
1886,reference,1
1886,ireland,1
1886,right,1
1886,irish,1
1886,men,1
1886,taken,1
1886,night,1
1886,protestants,1
1886,rent,1
1886,protestants,1
1886,thing,1
1886,lord,1
1886,lord,1
1886,want,1
1886,gentlemen,1
1886,act,1
1886,take,1
1886,power,1
1886,imperial,1
1886,matter,1
1886,ulster,1
1886,state,0.956232312
1886,state,0.956232312
1886,voted,0.950364073
1886,rents,0.945257566
1886,everything,0.930111704
1886,want,0.882129897
1886,want,0.882129897
1886,want,0.882129897
1886,protestants,0.882129897
1886,cannot,0.878398419
1886,rev,0.877978587
1886,evening,0.875195876
1886,dublin,0.871558153
1886,east,0.871558153
1886,catholic,0.864463328
1886,voice,0.859484496
1886,protestants,0.857326081
1886,point,0.852943147
1886,separate,0.848368501
1886,twenty,0.845267394
1886,addressed,0.840554024
1886,gentlemen,0.839586345
1886,imperial,0.834009173
1886,imperial,0.834009173
1886,galway,0.829744677
1886,galway,0.829744677
1886,already,0.826686953
1886,committee,0.826560913
1886,stand,0.825333291
1886,protestants,0.82416563
1886,settlement,0.823208345
1886,settlement,0.823208345
1886,education,0.821188263
1886,ulster,0.819490924
1886,voice,0.818018509
1886,forward,0.813612299
1886,circumstances,0.812851005
1886,galway,0.810891978
1886,nothing,0.809244555
1886,nothing,0.809244555
1886,nothing,0.809244555
1886,forward,0.807183496
1886,power,0.806507406
1886,man,0.805200725
1886,consideration,0.803820667
1886,matter,0.803578428
1886,taken,0.801269735
1886,taken,0.801269735
1886,captain,0.799884035
1886,consideration,0.79891286
1886,consideration,0.797538465
1886,imperial,0.793967277
1886,everything,0.7928353
1886,parliament,0.791533023
1886,impossible,0.789511491
1886,want,0.788159422
1886,irishman,0.785762223
1886,men,0.781971929
1886,five,0.78148049
1886,five,0.78148049
1886,five,0.78148049
1886,five,0.78148049
1886,parliament,0.77967044
1886,people,0.77888648
1886,control,0.776814648
1886,control,0.776814648
1886,ireland,0.776174955
1886,case,0.774684579
1886,case,0.774684579
1886,always,0.773976423
1886,thing,0.773687586
1886,county,0.772875143
1886,county,0.772875143
1886,back,0.770949443
1886,ulster,0.768768018
1886,place,0.760247761
1886,place,0.760247761
1886,local,0.757522817
1886,captain,0.754840184
1886,power,0.753908785
1886,imperial,0.753002652
1886,always,0.749000194
1886,voted,0.748424753
1886,voted,0.748424753
1886,question,0.747006544
1886,question,0.747006544
1886,question,0.747006544
1886,question,0.747006544
1886,action,0.746411762
1886,act,0.743725156
1886,another,0.742213802
1886,already,0.741785884
1886,force,0.739768344
1886,separate,0.739219696
1886,control,0.738578053
1886,appeared,0.737582125
1886,separate,0.737125406
1886,still,0.736228331
1886,still,0.736228331
1886,circumstances,0.734975938
1886,circumstances,0.734975938
1886,state,0.733948134
1886,east,0.728713648
1886,speech,0.728655333
1886,east,0.724943546
1886,east,0.724943546
1886,east,0.724943546
1886,local,0.723401549
1886,local,0.723401549
1886,year,0.723345714
1886,words,0.722703723
1886,words,0.722703723
1886,return,0.721970003
1886,gentlemen,0.720715358
1886,clause,0.719650519
1886,position,0.719358142
1886,far,0.719358142
1886,irish landlords,0.719258679
1886,forward,0.718936001
1886,withdrawn,0.717685537
1886,five,0.716514623
1886,therefore,0.715961823
1886,reason,0.715331127
1886,purchase,0.714914329
1886,purchase,0.714914329
1886,purchase,0.714914329
1886,twenty,0.714008929
1886,cannot,0.713438083
1886,cannot,0.713438083
1886,cannot,0.713438083
1886,duty,0.71335564
1886,nothing,0.713073047
1886,rent,0.712756103
1886,action,0.712360148
1886,action,0.712360148
1886,action,0.712360148
1886,another,0.711764497
1886,took,0.710487567
1886,took,0.710487567
1886,several,0.710344685
1886,whole,0.710344685
1886,long,0.709628884
1886,proposed,0.709015246
1886,proposed,0.709015246
1886,point,0.707106781
1886,opinion,0.707106781
1886,per,0.707106781
1886,ulster,0.707106781
1886,per,0.707106781
1886,ulster,0.707106781
1886,per,0.707106781
1886,ulster,0.707106781
1886,get,0.706843062
1886,position,0.705193152
1886,position,0.705193152
1886,power,0.70457565
1886,catholic,0.703853983
1886,proceedings,0.703853983
1886,place,0.703709754
1886,place,0.703709754
1886,business,0.702165214
1886,explain,0.702116917
1886,tenant,0.70141196
1886,things,0.701089745
1886,public,0.700802206
1886,irishman,0.700718276
1886,irishman,0.700718276
1886,irishman,0.700718276
1886,year,0.700370363
1886,voted,0.700136593
1886,oshea,0.698785646
1886,galway,0.698139433
1886,scarcely,0.697044589
1886,cannot,0.696367338
1886,lynch,0.695076274
1886,circumstances,0.694639376
1886,circumstances,0.694639376
1886,taken,0.694336468
1886,read,0.694168112
1886,make,0.693231111
1886,ulster,0.691924357
1886,always,0.69168214
1886,state,0.690427548
1886,state,0.690427548
1886,ulster,0.689570422
1886,irish people,0.689332833
1886,irish people,0.689332833
1886,seen,0.688765991
1886,captain,0.688631329
1886,day,0.684880577
1886,within,0.684877768
1886,ulster,0.684876364
1886,ulster,0.68481853
1886,rents,0.684780153
1886,night,0.682119057
1886,city,0.680663068
1886,city,0.680663068
1886,protestants,0.679813517
1886,read,0.678292659
1886,read,0.678292659
1886,parliament,0.678093187
1886,parliament,0.678093187
1886,general,0.677473203
1886,got,0.677345084
1886,another,0.676733215
1886,another,0.676733215
1886,two,0.676679475
1886,several,0.676277489
1886,duty,0.675257439
1886,explain,0.675090237
1886,explain,0.675090237
1886,explain,0.675090237
1886,country,0.675046282
1886,back,0.674209948
1886,consideration,0.674167976
1886,proceedings,0.673602954
1886,proceedings,0.673602954
1886,proceedings,0.673602954
1886,proceedings,0.673602954
1886,power,0.672861648
1886,counties,0.672690626
1886,matter,0.671248312
1886,matter,0.671248312
1886,subject,0.670636789
1886,lord,0.670163168
1886,lynch,0.669630081
1886,point,0.66869416
1886,work,0.668585386
1886,land,0.668485521
1886,law,0.668120196
1886,law,0.668120196
1886,prime,0.667503449
1886,dublin,0.665118396
1886,irish,0.664816683
1886,irish,0.664816683
1886,irish,0.664816683
1886,irish,0.664816683
1886,irishman,0.664063008
1886,oshea,0.663219714
1886,oshea,0.663219714
1886,england,0.663198715
1886,far,0.662569777
1886,constitution,0.662559943
1886,prime,0.660960932
1886,galway,0.660418046
1886,prevent,0.659747804
1886,night,0.658216783
1886,night,0.658017482
1886,whole,0.657965068
1886,subject,0.656939076
1886,opposition,0.656528768
1886,oshea,0.655908757
1886,galway,0.654838673
1886,question,0.653400639
1886,circumstances,0.652808687
1886,protestants,0.65270896
1886,gave,0.651473288
1886,explained,0.649966559
1886,explained,0.649966559
1886,explained,0.649966559
1886,explained,0.649966559
1886,explained,0.649966559
1886,explained,0.649966559
1886,get,0.649687199
1886,first,0.649633236
1886,first,0.649633236
1886,oshea,0.649251181
1886,force,0.648825661
1886,pay,0.648181925
1886,voice,0.647988236
1886,division,0.646236571
1886,party,0.642245754
1886,legislature,0.642057456
1886,explain,0.639773008
1886,notice,0.639753108
1886,whole,0.639228932
1886,everything,0.639185088
1886,everything,0.639185088
1886,everything,0.639185088
1886,second,0.63745291
1886,second,0.63745291
1886,point,0.637258489
1886,day,0.636896347
1886,speech,0.635591638
1886,parliament,0.634558124
1886,parliament,0.634558124
1886,act,0.633567297
1886,matter,0.633214416
1886,action,0.632745784
1886,years,0.63234785
1886,years,0.63234785
1886,far,0.63083605
1886,matter,0.629729309
1886,matter,0.629729309
1886,late,0.629196108
1886,late,0.629196108
1886,possible,0.628316193
1886,irishman,0.628316193
1886,resolution,0.627950974
1886,resolution,0.627950974
1886,meeting,0.627586842
1886,explain,0.627141168
1886,pay,0.625186988
1886,irish landlords,0.624406864
1886,irishman,0.624070152
1886,years,0.623929678
1886,years,0.623929678
1886,years,0.623929678
1886,years,0.623929678
1886,question,0.623313647
1886,day,0.622258566
1886,explain,0.621685464
1886,subject,0.621320258
1886,law,0.621262047
1886,law,0.621262047
1886,law,0.621262047
1886,given,0.618589307
1886,took,0.618402881
1886,lynch,0.618384594
1886,another,0.618186949
1886,find,0.61747302
1886,day,0.617258656
1886,oshea,0.617119369
1886,far,0.616875486
1886,parliament,0.615900622
1886,whole,0.615577371
1886,parliament,0.615471141
1886,land question,0.61519477
1886,speech,0.613793362
1886,go,0.613735779
1886,took,0.612386444
1886,duty,0.611387756
1886,public,0.610873297
1886,public,0.610873297
1886,order,0.610657878
1886,order,0.610657878
1886,stand,0.610629446
1886,stand,0.610629446
1886,found,0.609952596
1886,local,0.609944684
1886,man,0.609435958
1886,far,0.609163549
1886,opposition,0.609095627
1886,america,0.608215827
1886,parliament,0.607960494
1886,galway,0.607868135
1886,galway,0.607868135
1886,number,0.607783821
1886,question,0.607534928
1886,seen,0.607507315
1886,man,0.606372209
1886,oshea,0.60593687
1886,first,0.605926907
1886,withdrawn,0.605682533
1886,withdrawn,0.605682533
1886,five,0.605287375
1886,tenants,0.604825914
1886,per,0.604490688
1886,withdrawn,0.603412058
1886,far,0.603394874
1886,time,0.603268098
1886,speech,0.603115476
1886,speech,0.603115476
1886,speech,0.603115476
1886,speech,0.603115476
1886,speech,0.603115476
1886,speech,0.603115476
1886,separate,0.603040988
1886,took,0.602872545
1886,action,0.602718678
1886,home rule,0.602563325
1886,bill,0.60144679
1886,future,0.601191701
1886,captain,0.600941423
1886,lynch,0.600585105
1886,country,0.600306815
1886,return,0.600181391
1886,years,0.600154589
1886,lynch,0.599746882
1886,measure,0.599532283
1886,fact,0.599023692
1886,oshea,0.598377417
1886,time,0.598303278
1886,time,0.598303278
1886,men,0.59827432
1886,opinion,0.597813413
1886,opinion,0.597813413
1886,opinion,0.597813413
1886,opinion,0.597813413
1886,opinion,0.597813413
1886,opinion,0.597813413
1886,oshea,0.597246467
1886,place,0.597121343
1886,vote,0.596186933
1886,nothing,0.59533325
1886,irish,0.595198883
1886,within,0.595172367
1886,galway,0.593742932
1886,irish people,0.593309789
1886,day,0.592667138
1886,question,0.592543111
1886,question,0.592543111
1886,gave,0.59203582
1886,england,0.591892482
1886,irish,0.591871753
1886,lynch,0.591841724
1886,gave,0.591256575
1886,government,0.591223987
1886,read,0.591068359
1886,imperial,0.591054603
1886,anything,0.59071476
1886,captain,0.590301498
1886,still,0.590301498
1886,time,0.590300604
1886,rule,0.590295951
1886,duty,0.590229094
1886,order,0.588921039
1886,point,0.588607968
1886,counties,0.588536501
1886,future,0.588185659
1886,place,0.588171538
1886,tenants,0.587886427
1886,words,0.587691281
1886,words,0.587691281
1886,necessary,0.587623235
1886,people,0.587471915
1886,people,0.587471915
1886,people,0.587471915
1886,leaving,0.585997608
1886,cannot,0.585488249
1886,people,0.585195864
1886,prime minister,0.585110576
1886,prime minister,0.585110576
1886,ireland,0.585001106
1886,number,0.584180439
1886,already,0.584138718
1886,even,0.583553378
1886,parnell,0.582471668
1886,scarcely,0.581910687
1886,scarcely,0.581910687
1886,question,0.581407798
1886,man,0.580256117
1886,prime,0.580173695
1886,prime,0.580173695
1886,statement,0.579242408
1886,galway,0.578876996
1886,galway,0.578876996
1886,catholic,0.57884255
1886,action,0.577579337
1886,far,0.577567749
1886,result,0.57751323
1886,result,0.57751323
1886,several,0.576936305
1886,work,0.576891594
1886,country,0.575191897
1886,oshea,0.574570259
1886,seen,0.57425545
1886,seen,0.57425545
1886,forward,0.573823887
1886,legislature,0.573385309
1886,speech,0.573188127
1886,committee,0.572735721
1886,committee,0.572735721
1886,committee,0.572735721
1886,committee,0.572735721
1886,ireland,0.572222796
1886,right,0.572089915
1886,years,0.572061291
1886,voted,0.571910292
1886,nothing,0.571624512
1886,nothing,0.571624512
1886,nothing,0.571624512
1886,nothing,0.571624512
1886,nothing,0.571624512
1886,nothing,0.571624512
1886,protestants,0.571054557
1886,committee,0.569989709
1886,galway,0.569930009
1886,day,0.56975567
1886,bill,0.569005188
1886,bill,0.569005188
1886,large,0.568923999
1886,galway,0.567874736
1886,order,0.567829809
1886,order,0.567829809
1886,order,0.567829809
1886,still,0.567022071
1886,dublin,0.567022071
1886,two,0.566818519
1886,country,0.566791529
1886,country,0.566791529
1886,country,0.566791529
1886,minister,0.566607534
1886,minister,0.566607534
1886,liverpool,0.566360093
1886,liverpool,0.566360093
1886,liverpool,0.566360093
1886,bill,0.566348845
1886,act,0.565378912
1886,vote,0.565325032
1886,case,0.564869735
1886,case,0.564869735
1886,already,0.564648895
1886,people,0.56464587
1886,speech,0.564525376
1886,right,0.562847277
1886,bill,0.562662138
1886,things,0.562018275
1886,things,0.562018275
1886,things,0.562018275
1886,things,0.562018275
1886,things,0.562018275
1886,things,0.562018275
1886,ireland,0.56194237
1886,question,0.560908087
1886,action,0.560749857
1886,although,0.560749857
1886,england,0.560361863
1886,given,0.560132416
1886,lynch,0.559088183
1886,years,0.559088111
1886,parnell,0.558143145
1886,parnell,0.558143145
1886,tenants,0.55712875
1886,large,0.556649633
1886,parliament,0.555107306
1886,parliament,0.555107306
1886,parliament,0.555107306
1886,first,0.554592558
1886,first,0.554592558
1886,ulster,0.554590709
1886,several,0.554501119
1886,leaving,0.553923075
1886,leaving,0.553923075
1886,place,0.553553838
1886,matter,0.553025661
1886,years,0.552989979
1886,years,0.552989979
1886,country,0.552629664
1886,given,0.55240997
1886,case,0.552378935
1886,galway,0.552266493
1886,question,0.551750577
1886,question,0.551750577
