year,term,score
1875,ireland,1
1875,rights,1
1875,rights,1
1875,ireland,1
1875,wanted,1
1875,work,1
1875,man,1
1875,irish,1
1875,act,1
1875,nothing,1
1875,words,1
1875,circumstances,1
1875,order,1
1875,government,1
1875,counties,1
1875,thing,1
1875,motion,1
1875,point,1
1875,government,1
1875,measure,1
1875,catholic,1
1875,ireland,1
1875,counties,1
1875,government,1
1875,measure,1
1875,constitution,1
1875,far,1
1875,fact,1
1875,position,1
1875,time,1
1875,constitution,1
1875,go,1
1875,parnell,1
1875,circumstances,1
1875,circumstances,1
1875,parnell,1
1875,got,1
1875,parnell,1
1875,meath,1
1875,committee,1
1875,resolution,1
1875,matter,1
1875,money,1
1875,resolution,1
1875,back,1
1875,necessary,1
1875,back,1
1875,rev,0.995864869
1875,constitution,0.964113355
1875,constitution,0.964113355
1875,number,0.914274923
1875,get,0.887892454
1875,case,0.887413171
1875,next,0.857326081
1875,addressed,0.857217257
1875,cannot,0.855025745
1875,meath,0.846898618
1875,funds,0.845741908
1875,funds,0.845741908
1875,resolution,0.841349875
1875,duty,0.830152382
1875,motion,0.826686953
1875,go,0.821849385
1875,go,0.821849385
1875,amendment,0.809486565
1875,amendment,0.809486565
1875,amendment,0.809486565
1875,forward,0.808515209
1875,rev,0.803335971
1875,ireland,0.801991179
1875,control,0.799771627
1875,nothing,0.79361183
1875,time,0.791055087
1875,parliament,0.789768443
1875,bill,0.789647333
1875,rev,0.784331318
1875,want,0.783838118
1875,want,0.783838118
1875,parnell,0.777183712
1875,resolution,0.770573908
1875,got,0.76949684
1875,local,0.762427184
1875,second,0.759017111
1875,education,0.75786056
1875,resolution,0.757400564
1875,ought,0.75684495
1875,wanted,0.75064263
1875,reason,0.748248433
1875,control,0.744414183
1875,wanted,0.74432747
1875,america,0.742248179
1875,appeared,0.741092228
1875,addressed,0.737453642
1875,men,0.730093062
1875,late,0.723975056
1875,night,0.721801387
1875,chairman,0.720932192
1875,chairman,0.720932192
1875,times,0.717637396
1875,rev,0.716686477
1875,next,0.716311158
1875,long,0.714428531
1875,funds,0.70738945
1875,meath,0.704335267
1875,england,0.700071238
1875,england,0.700071238
1875,man,0.700071238
1875,meeting,0.699708421
1875,point,0.69641695
1875,resolution,0.693005609
1875,resolution,0.693005609
1875,without,0.692100251
1875,work,0.691642045
1875,long,0.689826151
1875,irish people,0.689332833
1875,irish people,0.689332833
1875,man,0.68334773
1875,landlords,0.681405585
1875,england,0.677121713
1875,meeting,0.675397754
1875,seen,0.673296857
1875,england,0.672087374
1875,farmers,0.67034541
1875,english,0.670125093
1875,day,0.669437234
1875,pay,0.667814807
1875,right,0.667383329
1875,meeting,0.665134619
1875,motion,0.663861529
1875,act,0.663418633
1875,addressed,0.662812035
1875,addressed,0.662812035
1875,english,0.661260568
1875,duty,0.66070844
1875,meath,0.659575573
1875,funds,0.656625322
1875,discussion,0.654583233
1875,meath,0.654283629
1875,even,0.653594462
1875,two,0.652950523
1875,committee,0.651070676
1875,took,0.648047623
1875,found,0.645864122
1875,constitution,0.643578636
1875,circumstances,0.638650619
1875,parliament,0.637350651
1875,evening,0.63514978
1875,new,0.634936546
1875,large,0.634797146
1875,evening,0.634145677
1875,evening,0.634145677
1875,chairman,0.62927377
1875,control,0.628936719
1875,reason,0.628928356
1875,affairs,0.627854401
1875,affairs,0.627854401
1875,home,0.627256294
1875,thing,0.626415568
1875,discussion,0.625071424
1875,discussion,0.624990081
1875,body,0.624544508
1875,body,0.624544508
1875,find,0.624522046
1875,england,0.620965221
1875,england,0.620965221
1875,lynch,0.62034215
1875,local,0.617723477
