year,term,score
1880,asked,1
1880,man,1
1880,per,1
1880,wished,1
1880,night,1
1880,result,1
1880,paid,1
1880,ireland,1
1880,words,1
1880,public,1
1880,bill,1
1880,therefore,1
1880,right,1
1880,bill,1
1880,bill,1
1880,reason,1
1880,position,1
1880,purpose,1
1880,act,1
1880,ireland,1
1880,case,1
1880,money,1
1880,years,1
1880,intended,1
1880,taken,1
1880,right,1
1880,fact,1
1880,days,1
1880,reason,1
1880,irish,1
1880,days,1
1880,going,1
1880,landlords,1
1880,given,1
1880,go,1
1880,parnell,1
1880,government,1
1880,make,1
1880,tenant,1
1880,ireland,1
1880,new,1
1880,ireland,1
1880,ireland,1
1880,people,1
1880,men,1
1880,tenant,1
1880,ireland,1
1880,money,1
1880,separate,1
1880,new,1
1880,ireland,1
1880,new,1
1880,meath,1
1880,system,1
1880,gentlemen,1
1880,money,1
1880,asked,1
1880,system,1
1880,system,1
1880,system,1
1880,appeared,1
1880,without,1
1880,days,1
1880,county,1
1880,years,1
1880,proposed,1
1880,time,1
1880,year,1
1880,land,1
1880,allowed,1
1880,parnell,1
1880,order,1
1880,people,1
1880,galway,1
1880,system,1
1880,rent,1
1880,years,1
1880,government,1
1880,reason,1
1880,tenants,1
1880,government,1
1880,right,1
1880,people,1
1880,ireland,1
1880,parnell,1
1880,right,1
1880,majority,1
1880,john,1
1880,parnell,1
1880,without,1
1880,several,1
1880,ireland,1
1880,nothing,1
1880,new,1
1880,thousand,0.931274645
1880,paid,0.926895149
1880,purpose,0.910616211
1880,even,0.908241664
1880,statement,0.903597896
1880,half,0.892094937
1880,yet,0.888930491
1880,yet,0.888930491
1880,found,0.885370774
1880,catholic,0.881673322
1880,west,0.881673322
1880,nothing,0.878983909
1880,system,0.871483641
1880,discussion,0.870579657
1880,english,0.865757883
1880,landlords,0.863708596
1880,government,0.860732583
1880,statement,0.860460561
1880,nothing,0.860076824
1880,rights,0.858570737
1880,rights,0.858570737
1880,men,0.858358425
1880,return,0.856902207
1880,asked,0.855911905
1880,motion,0.852846357
1880,clause,0.852846357
1880,country,0.850853709
1880,words,0.84818356
1880,take,0.847833829
1880,works,0.845853963
1880,lord,0.845150393
1880,lord,0.845150393
1880,dublin,0.84348308
1880,return,0.841976007
1880,found,0.839541272
1880,voted,0.835300417
1880,country,0.834247943
1880,consideration,0.830801818
1880,two,0.829373655
1880,works,0.828859722
1880,act,0.824337729
1880,land,0.821919419
1880,church,0.820810724
1880,day,0.819855366
1880,position,0.818523966
1880,position,0.818523966
1880,case,0.815257207
1880,another,0.810117086
1880,system,0.809398809
1880,even,0.806866706
1880,money,0.806547165
1880,necessary,0.806533604
1880,land,0.805779205
1880,explain,0.805009172
1880,thousand,0.802193791
1880,proposed,0.802056108
1880,proposed,0.802056108
1880,system,0.799767774
1880,majority,0.799767774
1880,consideration,0.799209084
1880,state,0.794990012
1880,circumstances,0.794358743
1880,country,0.793875315
1880,question,0.792850182
1880,english,0.791295963
1880,possible,0.790666922
1880,land,0.788964824
1880,people,0.788187367
1880,motion,0.787032874
1880,case,0.786678072
1880,rent,0.78243047
1880,ireland,0.781079077
1880,asked,0.780651286
1880,clause,0.779659533
1880,still,0.777944801
1880,side,0.774419616
1880,another,0.773962813
1880,rents,0.773064585
1880,rent,0.773064585
1880,rights,0.771801836
1880,get,0.771317337
1880,large,0.767308832
1880,police,0.765653588
1880,therefore,0.764308893
1880,man,0.764032435
1880,bill,0.763974642
1880,country,0.763268163
1880,police,0.760116438
1880,cent,0.760099187
1880,bill,0.759335016
1880,ireland,0.758760805
1880,money,0.757981513
1880,act,0.755646833
1880,act,0.755646833
1880,thousand,0.751948572
1880,year,0.751341845
1880,question,0.751100085
1880,motion,0.750624177
1880,order,0.749870998
1880,law,0.749346246
1880,question,0.746709101
1880,question,0.746709101
1880,people,0.745924029
1880,without,0.745751474
1880,half,0.744748556
1880,paid,0.74444131
1880,motion,0.744226187
1880,country,0.743557019
1880,bill,0.743425784
1880,believed,0.742226666
1880,land,0.741577757
1880,thousand,0.740733666
1880,live,0.740436881
1880,per,0.739308015
1880,far,0.737991199
1880,nothing,0.737416474
1880,notice,0.736461349
1880,notice,0.736060228
1880,system,0.733991423
1880,wished,0.733501599
1880,speech,0.732166433
1880,subject,0.730808877
1880,thousand,0.730469262
1880,proposed,0.73041529
1880,parnell,0.729061876
1880,parnell,0.729061876
1880,parnell,0.729061876
1880,land,0.728168409
1880,land,0.728168409
1880,land,0.728168409
1880,large,0.727845658
1880,possible,0.726259797
1880,local,0.726071857
1880,imperial,0.725186257
1880,system,0.724912957
1880,land,0.724888754
1880,english,0.724825741
1880,clause,0.724705168
1880,tenants,0.724161644
1880,tenants,0.72362746
1880,purpose,0.723326041
1880,county,0.722180365
1880,possible,0.721872019
1880,land question,0.720709579
1880,government,0.720056234
1880,force,0.718711421
1880,paid,0.717080427
1880,pay,0.716934025
1880,bill,0.716833247
1880,rent,0.716133739
1880,country,0.715615203
1880,general,0.715469031
1880,east,0.714835731
1880,west,0.714171037
1880,two,0.714055472
1880,go,0.713972144
1880,purpose,0.71379554
1880,office,0.712350276
1880,separate,0.712033235
1880,parnell,0.711811407
1880,opinion,0.711198854
1880,find,0.709537386
1880,new,0.709131681
1880,result,0.708356437
1880,pay,0.707106781
1880,works,0.707106781
1880,impossible,0.707106781
1880,system,0.707106781
1880,possible,0.706616542
1880,system,0.705076066
1880,home,0.704667793
1880,church,0.703982027
1880,church,0.703982027
1880,gave,0.702990889
1880,gentlemen,0.702853403
1880,irish,0.702370644
1880,nothing,0.702282461
1880,explained,0.702145763
1880,effect,0.701824112
1880,question,0.701460415
1880,asked,0.700354144
1880,country,0.700174105
1880,parliament,0.700089125
1880,thing,0.699971235
1880,whole,0.69960797
1880,west,0.699292412
1880,effect,0.698952051
1880,system,0.698644449
1880,two,0.698494726
