year,term,score
1880,matter,1
1880,act,1
1880,respect,1
1880,strength,1
1880,question,1
1880,good,1
1880,famine,1
1880,government,1
1880,fear,1
1880,government,1
1880,fair,1
1880,friend,1
1880,parnell,1
1880,government,1
1880,confidence,1
1880,therefore,1
1880,good,1
1880,tenant,1
1880,perfectly,1
1880,still,1
1880,day,1
1880,government,1
1880,government,1
1880,relief,1
1880,famine,1
1880,desire,1
1880,history,1
1880,question,1
1880,like,1
1880,time,1
1880,good,1
1880,justice,1
1880,system,1
1880,even,1
1880,parts,1
1880,five,1
1880,respect,1
1880,ireland,1
1880,ireland,1
1880,people,1
1880,voice,1
1880,english,1
1880,matter,1
1880,sympathy,1
1880,like,1
1880,TRUE,1
1880,tenants,1
1880,prison,1
1880,take,1
1880,parnell,1
1880,speech,1
1880,solution,1
1880,relief,1
1880,starvation,1
1880,ireland,1
1880,remarkable,1
1880,famines,0.981237676
1880,famines,0.959205587
1880,times,0.894066503
1880,starvation,0.894066503
1880,outrages,0.891604223
1880,success,0.889238516
1880,wish,0.882625178
1880,peace,0.880557237
1880,noble,0.87854777
1880,work,0.872787714
1880,work,0.872787714
1880,good,0.869326341
1880,distress,0.869231462
1880,distress,0.869231462
1880,distress,0.869231462
1880,want,0.865442806
1880,stand,0.857225462
1880,knew,0.842212265
1880,parts,0.82468155
1880,take,0.823956252
1880,famines,0.813512793
1880,famines,0.813512793
1880,famines,0.813512793
1880,famine,0.813262056
1880,stand,0.80817181
1880,want,0.80459706
1880,continue,0.803792695
1880,minister,0.79570094
1880,land,0.792361225
1880,entered,0.788882068
1880,famine,0.782798753
1880,poor,0.782677421
1880,gentlemen,0.782226652
1880,corner,0.779846288
1880,advice,0.778880061
1880,galway,0.777200278
1880,fight,0.775226452
1880,justice,0.775206005
1880,system,0.772912032
1880,famines,0.771812797
1880,point,0.771812797
1880,people,0.765751613
1880,tenants,0.762955757
1880,county,0.762955757
1880,still,0.761008017
1880,place,0.761008017
1880,still,0.758846833
1880,tenant,0.758846833
1880,tenants,0.756132472
1880,rich,0.750565615
1880,rich,0.750565615
1880,able,0.745922814
1880,committed,0.741767613
1880,nothing,0.73743745
1880,help,0.734288824
1880,greatest,0.729277329
1880,america,0.729124712
1880,help,0.727057374
1880,distress,0.726837146
1880,act,0.724494544
1880,greater,0.723705238
1880,poor,0.721436183
1880,time,0.719517725
1880,found,0.719268471
1880,hope,0.717325177
1880,time,0.717177586
1880,help,0.716273663
1880,tenants,0.715880481
1880,cannot,0.713801372
1880,abuse,0.713743939
1880,famine,0.711794911
1880,outrages,0.711626802
1880,proud,0.711626802
1880,england,0.711186705
1880,war,0.711177741
1880,money,0.710989057
1880,circumstances,0.710665749
1880,given,0.710526075
1880,meeting,0.710173451
1880,land,0.709739888
1880,country,0.705982852
1880,law,0.705875047
1880,poor,0.704463832
1880,america,0.704026753
1880,public,0.703670872
1880,justice,0.70352981
1880,system,0.703326147
1880,possible,0.703203072
1880,without,0.703012248
1880,country,0.703003179
1880,help,0.702592666
1880,still,0.70255768
1880,success,0.70255768
1880,irish landlords,0.702523466
1880,cause,0.70238736
1880,government,0.702334774
1880,opportunity,0.701879411
1880,help,0.7003482
1880,violent,0.698222842
1880,distress,0.697819489
1880,two,0.696890458
1880,help,0.696738538
1880,opinion,0.694732227
1880,remarkable,0.694474077
1880,lord,0.694276373
1880,poor,0.693585243
1880,day,0.692480927
1880,relief,0.691480106
1880,interests,0.690723075
1880,wish,0.690109215
1880,land,0.689280535
1880,found,0.687609102
1880,poor,0.686576708
1880,relief,0.686154684
1880,irish people,0.685446585
1880,famine,0.678837185
1880,prison,0.678741787
1880,protection,0.676642379
1880,felt,0.676125561
1880,land,0.676015624
1880,landlords,0.675415433
1880,place,0.674572805
1880,people,0.67195934
1880,measure,0.670907895
1880,relief,0.670656998
1880,work,0.666323574
1880,distress,0.666032398
1880,relief,0.665750656
1880,help,0.664069263
1880,remarkable,0.6628257
1880,want,0.662535586
1880,stand,0.659567924
1880,committed,0.659485632
1880,point,0.656937188
1880,committed,0.655260016
1880,poor,0.654418585
1880,sympathy,0.652503781
1880,always,0.651876947
1880,possible,0.651561254
1880,bill,0.651269133
1880,landlords,0.651269133
1880,distress,0.65074188
1880,outrages,0.650579805
1880,proud,0.650166465
1880,felt,0.650166465
1880,wrong,0.650053562
1880,remarkable,0.648742474
1880,remarkable,0.648742474
1880,distress,0.648598165
1880,starvation,0.647493082
1880,landlords,0.646450704
1880,famine,0.646450704
1880,crime,0.646411253
1880,ireland,0.64313643
1880,ireland,0.64041324
1880,deal,0.637656787
1880,prisoners,0.63706584
1880,landlords,0.63584983
1880,famine,0.63584983
1880,country,0.634513192
1880,government,0.631708516
1880,men,0.631683424
1880,law,0.631272602
1880,lord,0.630605752
1880,public,0.628849939
1880,extent,0.627819291
1880,although,0.626488051
1880,english,0.625971059
1880,solution,0.625721029
1880,perfectly,0.625540896
1880,noble,0.624273712
1880,country,0.622993952
1880,rich,0.62245906
1880,fear,0.620668308
1880,perfectly,0.620405414
1880,famine,0.620235226
1880,greater,0.619341093
1880,system,0.61895227
1880,months,0.618329146
1880,suffering,0.618245547
1880,tenant,0.617746708
1880,famine,0.617509084
1880,taken,0.617279862
1880,trust,0.616994176
1880,lord,0.616532971
1880,tenants,0.614588382
1880,famines,0.614275857
1880,extent,0.613891823
1880,look,0.613601975
1880,advice,0.61231589
1880,advice,0.61231589
1880,sympathy,0.61208319
1880,starvation,0.611780593
1880,poor,0.610921719
1880,years,0.610549032
1880,noble,0.610342239
1880,without,0.609773053
1880,friend,0.609129625
1880,people,0.606791071
1880,stand,0.606756523
1880,government,0.605689701
1880,deal,0.605601704
1880,therefore,0.605445049
1880,relief,0.604085405
1880,months,0.603518985
1880,help,0.602831581
1880,law,0.601157067
1880,sympathy,0.600821601
1880,knew,0.600484276
1880,lord,0.597348327
1880,long,0.597225799
1880,government,0.594909492
1880,lord,0.594022601
1880,relief,0.593298845
1880,taken,0.592610522
1880,fair,0.592546741
1880,sympathy,0.591880615
1880,tenants,0.590792359
1880,united,0.590052177
1880,always,0.590052177
1880,government,0.588946793
1880,meeting,0.588581435
1880,noble,0.5880579
1880,measure,0.585899038
1880,friend,0.585644846
1880,money,0.583606684
1880,knew,0.583263177
1880,desire,0.583116611
1880,extent,0.582255721
1880,history,0.582255721
1880,remarkable,0.581979707
1880,irish,0.581897609
1880,law,0.580880103
1880,relief,0.580456756
1880,starvation,0.580285799
1880,famine,0.579368849
1880,landlords,0.578766545
1880,land,0.57865853
1880,distress,0.578013012
1880,longer,0.577350269
1880,tenants,0.577350269
1880,victory,0.577350269
1880,gentlemen,0.573906202
1880,whole,0.573471614
1880,system,0.570201126
1880,gentlemen,0.570144092
1880,TRUE,0.569871932
1880,power,0.569388766
1880,government,0.569166721
1880,join,0.568222762
1880,given,0.568162629
1880,prison,0.567246144
1880,gentlemen,0.566769045
1880,country,0.565597331
1880,distress,0.565501788
1880,system,0.56514853
1880,remarkable,0.564804913
1880,allow,0.563227364
1880,therefore,0.562898548
1880,respect,0.562680959
1880,suffering,0.56233181
1880,take,0.562266518
1880,take,0.562266518
1880,knew,0.562150114
1880,parliament,0.561109156
1880,poor,0.560265507
1880,land,0.558848273
1880,act,0.558285915
1880,small,0.557466103
1880,bill,0.557444685
1880,irish people,0.55740743
1880,matter,0.55601337
1880,fear,0.555810772
1880,fear,0.555810772
1880,months,0.552536866
1880,time,0.551364973
1880,america,0.55106883
1880,land,0.550446595
1880,cannot,0.549236143
1880,matter,0.548930829
1880,poor,0.548382711
1880,matter,0.547954047
1880,men,0.547900621
1880,help,0.547279684
1880,taken,0.546800959
1880,poor,0.546354691
1880,suffering,0.545977139
1880,even,0.545875111
1880,another,0.544477461
1880,distress,0.543902159
1880,famine,0.543039878
1880,famine,0.542769142
1880,constitution,0.542609277
1880,law,0.538722876
1880,respect,0.538547659
1880,cause,0.538243966
1880,free,0.537771115
1880,famine,0.537424319
1880,starvation,0.537310641
1880,country,0.536257677
1880,country,0.536257677
1880,landlords,0.535017061
1880,good,0.533144403
1880,desire,0.531879549
1880,famines,0.531539817
1880,america,0.529434322
1880,cause,0.529026106
1880,good,0.527945923
1880,system,0.52662057
1880,sympathy,0.5241886
1880,advice,0.523289991
1880,help,0.522690638
1880,relief,0.521867158
1880,proud,0.521658741
1880,county,0.521658741
1880,remarkable,0.521330438
1880,landlords,0.52073936
1880,fact,0.519313865
1880,perfectly,0.518222713
1880,knew,0.518222713
1880,poor,0.516808573
1880,parts,0.516022511
1880,remarkable,0.515830062
1880,irish,0.515522988
1880,famines,0.5152074
1880,felt,0.514814116
1880,crime,0.514814116
1880,people,0.51419746
1880,measure,0.513707181
1880,starvation,0.512703693
1880,years,0.512480931
1880,two,0.511360285
1880,although,0.509897565
1880,protection,0.509258199
1880,distress,0.509223964
1880,interests,0.508333829
1880,government,0.507916309
1880,good,0.50634317
1880,landlords,0.506064684
1880,famine,0.505950503
1880,opportunity,0.50437591
1880,proud,0.504061183
1880,possible,0.503806654
1880,country,0.503380654
1880,minister,0.502442524
1880,famines,0.501616709
1880,people,0.501007735
1880,want,0.500722
1880,relief,0.500402114
1880,power,0.500326972
1880,take,0.499581515
1880,work,0.49954265
1880,although,0.498407181
1880,fair,0.498288192
1880,used,0.497534998
1880,government,0.497362491
1880,america,0.496596798
1880,far,0.495444393
1880,people,0.494955705
1880,ireland,0.494405365
1880,ireland,0.494405365
1880,ireland,0.494405365
1880,distress,0.493358626
1880,continue,0.492697886
1880,irish,0.492457683
1880,meath,0.492232272
1880,proud,0.491543263
1880,look,0.491309302
1880,succeed,0.491309302
1880,system,0.490017204
1880,every,0.489674971
1880,take,0.488587272
1880,like,0.48844261
1880,good,0.488234517
1880,continue,0.487676101
1880,distress,0.487509685
1880,nation,0.487087366
1880,place,0.486979115
1880,famine,0.486681752
1880,two,0.486308996
1880,people,0.485989364
1880,times,0.48592974
1880,success,0.485278932
1880,people,0.484591867
1880,doubt,0.483029481
1880,deal,0.483029481
1880,work,0.482836888
1880,noble,0.482196423
1880,people,0.481851737
1880,time,0.481791916
1880,relief,0.481087539
1880,accepted,0.481087539
1880,right,0.481051467
1880,poor,0.480880008
1880,party,0.480866286
1880,english,0.480587637
1880,country,0.479480889
1880,power,0.478629084
1880,wish,0.477688437
1880,ireland,0.477654495
1880,wish,0.477205807
1880,cause,0.476831827
1880,question,0.476300534
1880,land,0.476080103
1880,sympathy,0.475731037
1880,land,0.474969837
1880,ireland,0.473939819
1880,result,0.47206309
1880,government,0.47144411
1880,advice,0.470968532
1880,given,0.470851511
1880,noble,0.470851511
1880,people,0.470588529
1880,fair,0.470236989
1880,ireland,0.470077435
1880,prosperity,0.468679424
1880,two,0.468163249
1880,division,0.467647502
1880,famine,0.467289773
1880,fair,0.46722824
1880,lord,0.467227235
1880,interests,0.467227235
1880,opportunity,0.465245088
1880,sympathy,0.46481161
1880,people,0.463553934
1880,noble,0.462535711
1880,greatest,0.462478481
1880,like,0.46200834
1880,parnell,0.461105973
1880,thing,0.460766994
1880,wish,0.460606167
1880,relief,0.460493752
1880,noble,0.460329204
1880,years,0.459676087
1880,ireland,0.459276551
1880,far,0.458752472
1880,opportunity,0.457838407
1880,place,0.457478271
1880,free,0.457478271
1880,ireland,0.457443835
1880,long,0.457168465
1880,money,0.457168465
1880,starvation,0.456617168
1880,cause,0.45649881
1880,famine,0.456458686
1880,although,0.45605299
1880,prevent,0.456051365
1880,satisfaction,0.455887917
1880,taken,0.455770129
1880,parnell,0.45476539
1880,public,0.454728334
1880,parnell,0.454303276
1880,parnell,0.45353085
1880,tenant,0.453144027
1880,ireland,0.452815536
1880,england,0.452133729
1880,relief,0.452082817
1880,take,0.451954082
1880,party,0.451916202
1880,country,0.451849324
1880,land,0.450651246
1880,government,0.449924162
1880,england,0.449906213
1880,famine,0.449114152
1880,english,0.449085872
1880,greatest,0.448843523
1880,ireland,0.447934246
1880,ireland,0.447934246
1880,war,0.447672175
1880,point,0.446272203
1880,help,0.444209232
1880,system,0.444064738
1880,months,0.44340956
1880,cause,0.443178363
1880,sympathy,0.442604113
1880,irish,0.441834286
1880,countries,0.44182788
1880,land,0.441021675
1880,distress,0.440435293
1880,opportunity,0.440169335
1880,another,0.43928536
1880,relief,0.439060712
1880,possible,0.438831245
1880,people,0.438190894
1880,people,0.438137109
1880,every,0.437003072
1880,suffering,0.437003072
1880,succeed,0.436393857
1880,succeed,0.436393857
1880,bill,0.436200848
1880,opportunity,0.435127159
1880,system,0.434575907
1880,peace,0.433101976
1880,country,0.432323065
1880,system,0.431708251
1880,distress,0.431295675
1880,money,0.42899804
1880,england,0.4289719
1880,america,0.428893416
1880,tenants,0.428772394
1880,minister,0.428772394
1880,prosperity,0.428753112
1880,distress,0.428026034
1880,distress,0.427748691
1880,danger,0.427494252
1880,suffering,0.426954181
1880,friend,0.426780067
1880,english,0.426149506
1880,land,0.425281771
1880,system,0.423420395
1880,help,0.423371309
1880,wrong,0.423308028
1880,prevent,0.423308028
1880,wrong,0.422866177
1880,country,0.421198214
1880,suffering,0.420326965
1880,respect,0.420325017
1880,united,0.420229586
1880,famine,0.419865441
1880,right,0.41966434
1880,advice,0.419311845
1880,irish,0.419224999
1880,system,0.419066051
1880,cause,0.418838394
1880,people,0.418147076
1880,famines,0.417715197
1880,famine,0.417437681
1880,country,0.416920785
1880,system,0.416441677
1880,political,0.415330601
1880,convinced,0.41488306
1880,able,0.41488306
1880,starvation,0.414865276
1880,sympathy,0.41437651
1880,irish,0.414113589
1880,people,0.413478655
1880,every,0.413449506
1880,landlords,0.413251633
1880,always,0.412963367
1880,TRUE,0.412963367
1880,relief,0.412842909
1880,times,0.41258213
1880,landlords,0.410607497
1880,government,0.410077305
1880,battle,0.409595703
1880,lord,0.409439706
1880,day,0.409282544
1880,among,0.407835369
1880,relief,0.407806735
1880,irish people,0.407698758
1880,starvation,0.407349808
1880,advice,0.407120622
1880,help,0.406405134
1880,famine,0.406167134
1880,two,0.406167134
1880,right,0.406023519
1880,solution,0.405579864
1880,noble,0.405328439
1880,irish people,0.405008457
1880,succeeded,0.404995342
1880,ireland,0.404695727
1880,meath,0.404163282
1880,land,0.404053646
1880,landlords,0.403581956
1880,wish,0.402788198
1880,country,0.401640187
1880,respect,0.401417804
1880,another,0.400974256
1880,successful,0.400212496
1880,long,0.400003665
1880,without,0.400003665
1880,war,0.399186953
1880,irish,0.398759244
1880,ability,0.398569646
1880,system,0.398148186
1880,people,0.397733943
1880,distress,0.397299946
1880,five,0.396544027
1880,irishmen,0.39613237
1880,ireland,0.395236029
1880,deal,0.394775591
1880,tenants,0.393782628
1880,people,0.39315027
1880,land,0.392776707
1880,suffering,0.392620609
1880,opinion,0.392471726
1880,always,0.392413483
1880,able,0.391933513
1880,greater,0.391933513
1880,hoped,0.391187664
1880,without,0.39103412
1880,people,0.390879524
1880,rich,0.390454656
1880,rich,0.390454656
1880,rich,0.390454656
1880,always,0.390351985
1880,government,0.38989992
1880,land,0.387985316
1880,tenants,0.387639915
1880,distress,0.387443008
1880,people,0.387358511
1880,system,0.387036066
1880,greatest,0.386763021
1880,ireland,0.386341067
1880,money,0.386322836
1880,people,0.386246347
1880,ireland,0.386107447
1880,ireland,0.386107447
1880,effect,0.385563964
1880,far,0.385101115
1880,cause,0.384768312
1880,country,0.38422209
1880,circumstances,0.384051308
1880,used,0.38349642
1880,back,0.383239615
1880,extent,0.382399311
1880,people,0.382362187
1880,trust,0.382322344
1880,greatest,0.382266228
1880,government,0.381922717
1880,TRUE,0.381310869
1880,TRUE,0.381310869
1880,TRUE,0.381310869
1880,public,0.380752297
1880,nothing,0.380752297
1880,united,0.380617332
1880,ireland,0.379741782
1880,six,0.379454269
1880,although,0.378366145
1880,hoped,0.378366145
1880,cannot,0.378197661
1880,settlement,0.378078535
1880,without,0.377877182
1880,take,0.376840066
1880,settlement,0.376840066
1880,desire,0.376754214
1880,cause,0.376621704
1880,famine,0.375714444
1880,famine,0.375699927
1880,help,0.375111312
1880,help,0.375093622
1880,people,0.374571133
1880,months,0.374330043
1880,law,0.374330043
1880,meath,0.374175207
1880,political,0.373483577
1880,another,0.372427747
1880,struggle,0.372167222
1880,time,0.371929071
1880,ireland,0.371765918
1880,america,0.370600467
1880,fact,0.369304344
1880,ireland,0.36891257
1880,america,0.368515724
1880,day,0.368360187
1880,government,0.367683343
1880,relief,0.367239567
1880,victory,0.367141401
1880,remarkable,0.366826876
1880,deal,0.366651742
1880,prosperity,0.366111284
1880,ireland,0.365317263
1880,therefore,0.365113562
1880,question,0.364659508
1880,irish,0.364451782
1880,country,0.364114368
1880,landlords,0.363297889
1880,perhaps,0.36261239
1880,perhaps,0.362281394
1880,place,0.361979055
1880,distress,0.361509396
1880,government,0.360942744
1880,strength,0.360914436
1880,act,0.360905837
1880,remarkable,0.360484048
1880,years,0.358809738
1880,ireland,0.358489989
1880,war,0.357608048
1880,hoped,0.356448829
1880,america,0.355470848
1880,taken,0.354590039
1880,years,0.354073055
1880,land,0.353650791
1880,opportunity,0.352093054
1880,system,0.351646489
1880,landlords,0.351529487
1880,irish people,0.351338756
1880,land,0.350397504
1880,country,0.349533349
1880,suffering,0.349184107
1880,relief,0.348601322
1880,innocent,0.348242629
1880,ireland,0.347270814
1880,ireland,0.347015076
1880,country,0.346717925
1880,people,0.346155467
1880,suffering,0.346025454
1880,question,0.345855979
1880,time,0.34422986
1880,famine,0.344130257
1880,distress,0.343891909
1880,ireland,0.343381234
1880,every,0.342842314
1880,meath,0.342157634
1880,land,0.341751672
1880,famine,0.340485651
1880,friend,0.34033692
1880,respect,0.34033692
1880,countries,0.34014214
1880,friend,0.339643751
1880,cause,0.339105047
1880,system,0.336756789
1880,justice,0.336452624
1880,good,0.335985568
1880,respect,0.335453948
1880,extent,0.334756093
1880,extent,0.334756093
1880,ireland,0.334741989
1880,fact,0.333651139
