term,score,date
parnell,19.49935186914496,1875
england,11.638104686480931,1875
ireland,11.134336804483759,1875
irish,9.051888634353308,1875
government,8.667010081161315,1875
people,8.358634692396055,1875
time,7.46470895790964,1875
resolution,6.830628010456017,1875
meath,6.258764845159949,1875
irish people,6.246018073082203,1875
home,5.833765615720608,1875
matter,5.758448549824252,1875
right,5.306518674273649,1875
rule,5.043537466595379,1875
constitution,4.979010624867752,1875
home rule,4.945079205109262,1875
country,4.847707519366775,1875
committee,4.469964332933246,1875
circumstances,4.40656523050772,1875
addressed,4.289680254856583,1875
long,4.268092504605249,1875
reason,4.260940767172596,1875
evening,4.202210196416615,1875
funds,4.173441861028702,1875
english,4.161501298171679,1875
bill,4.158028586013938,1875
man,4.134748362349404,1875
meeting,4.054855551347854,1875
wanted,4.054574528861324,1875
rev,3.8511780738403774,1875
amendment,3.79221239722051,1875
counties,3.718088719541439,1875
measure,3.5465979011680338,1875
nothing,3.4740262301170644,1875
take,3.39861387567652,1875
two,3.3707939703242977,1875
motion,3.3576665521352167,1875
men,3.248329037739667,1875
day,3.124814733129451,1875
next,3.1004138522615166,1875
want,3.092181171708058,1875
chairman,3.0625157531853566,1875
rights,2.993965626727428,1875
believed,2.779641769768795,1875
parliament,2.753374056022921,1875
catholic,2.70841409820886,1875
control,2.690633972687922,1875
necessary,2.6678279013841317,1875
go,2.6436987706347974,1875
without,2.6121114930466973,1875
