term,score,date
parnell,9.768223234118691,1876
prison,9.411220314495528,1876
prisoners,7.0169143551002975,1876
evidence,6.527897686675918,1876
home,4.792290669913555,1876
years,3.7070246827724747,1876
men,3.538818074045748,1876
man,3.3811834659218363,1876
government,3.3796120638439207,1876
secretary,3.320840840388885,1876
ireland,3.08091698780933,1876
two,2.906287304221131,1876
given,2.730196328792862,1876
fair,2.697891279191889,1876
american,2.608198438907087,1876
right,2.4954221200085502,1876
prime minister,2.4109562816117154,1876
prime,2.3931126752887413,1876
minister,2.3931126752887413,1876
long,2.279455234714158,1876
taken,2.2727004244774474,1876
state,2.1978397585064604,1876
take,2.1899325958304,1876
find,2.186604378002476,1876
question,2.05226705090819,1876
longer,2.004326560783553,1876
irish,1.875092499492878,1876
greater,1.610082566237369,1876
nothing,1.6024422305661412,1876
perhaps,1.4546138935324753,1876
home rule,1.4491822098089249,1876
political,1.4003325772292565,1876
england,1.4001046180985608,1876
rule,1.3860613420205896,1876
gentlemen,1.3155297020697634,1876
order,1.1306993476406655,1876
even,1.1035662077981245,1876
measure,1.028130133810647,1876
proposed,1.0,1876
bring,0.993538391932627,1876
purpose,0.9716857204725979,1876
together,0.9663675325087183,1876
time,0.9401153571174841,1876
satisfaction,0.8967061179695464,1876
matter,0.8898602106653611,1876
people,0.8824945278345047,1876
interest,0.8570382583377668,1876
case,0.8494478523910097,1876
irishmen,0.8354028465105189,1876
division,0.8090760700068977,1876
